time,temperature_2m_mean (°C),daylight_duration (s),rain_sum (mm),snowfall_sum (cm),relative_humidity_2m_mean (%),pressure_msl_mean (hPa),surface_pressure_mean (hPa),temperature_2m_max (°C),temperature_2m_min (°C),cloud_cover_mean (%),wind_speed_10m_max (km/h),precipitation_sum (mm),sunshine_duration (s),wind_direction_10m_dominant (°),longitude,latitude,elevation
2023-01-01,17.9,37640.81,0.0,0.0,43,1022.7,1021.6,23.1,11.4,20,16.4,0.0,33456.62,46,56.28763,27.240772,9.0
2023-01-02,18.8,37666.55,0.0,0.0,29,1024.5,1023.4,24.0,14.1,62,24.4,0.0,33209.32,54,56.28763,27.240772,9.0
2023-01-03,19.3,37694.59,0.0,0.0,21,1025.2,1024.2,24.3,15.9,73,24.7,0.0,25453.0,52,56.28763,27.240772,9.0
2023-01-04,19.7,37724.89,0.0,0.0,15,1022.4,1021.3,24.7,14.4,71,25.3,0.0,29606.1,49,56.28763,27.240772,9.0
2023-01-05,20.2,37757.38,0.7,0.0,52,1020.6,1019.5,23.4,17.1,96,15.8,0.7,19223.08,52,56.28763,27.240772,9.0
2023-01-06,18.0,37791.98,13.9,0.0,84,1020.8,1019.8,21.4,15.8,99,16.7,13.9,13770.16,335,56.28763,27.240772,9.0
2023-01-07,16.0,37828.65,18.1,0.0,90,1020.2,1019.1,17.9,12.5,73,10.8,18.1,1348.43,5,56.28763,27.240772,9.0
2023-01-08,15.7,37867.31,0.0,0.0,86,1019.4,1018.3,19.2,12.6,41,12.6,0.0,31613.7,8,56.28763,27.240772,9.0
2023-01-09,16.3,37907.91,0.0,0.0,78,1020.2,1019.2,20.1,13.1,22,13.7,0.0,32840.53,28,56.28763,27.240772,9.0
2023-01-10,17.9,37950.37,9.6,0.0,80,1017.0,1015.9,20.2,15.2,84,17.8,9.6,13453.35,1,56.28763,27.240772,9.0
2023-01-11,15.5,37994.64,0.0,0.0,63,1020.0,1018.9,19.9,10.6,5,31.7,0.0,33077.11,56,56.28763,27.240772,9.0
2023-01-12,12.0,38040.66,0.0,0.0,50,1023.4,1022.3,16.5,7.9,1,30.0,0.0,33439.29,58,56.28763,27.240772,9.0
2023-01-13,11.6,38088.35,0.0,0.0,51,1024.1,1023.0,16.8,7.9,6,27.7,0.0,33432.14,54,56.28763,27.240772,9.0
2023-01-14,12.8,38137.66,0.0,0.0,49,1022.8,1021.7,18.5,7.8,15,24.1,0.0,33431.35,52,56.28763,27.240772,9.0
2023-01-15,14.8,38188.52,0.0,0.0,47,1020.2,1019.1,21.1,9.9,20,15.1,0.0,31238.74,44,56.28763,27.240772,9.0
2023-01-16,16.9,38240.88,0.0,0.0,53,1017.7,1016.6,21.7,10.6,17,13.0,0.0,33256.01,38,56.28763,27.240772,9.0
2023-01-17,17.7,38294.66,8.5,0.0,64,1015.5,1014.4,22.6,13.7,78,19.2,8.5,21708.29,35,56.28763,27.240772,9.0
2023-01-18,18.0,38349.93,7.6,0.0,77,1015.1,1014.0,22.0,14.1,30,22.7,7.6,33069.86,49,56.28763,27.240772,9.0
2023-01-19,16.6,38407.28,0.0,0.0,58,1019.1,1018.0,21.2,13.3,4,18.7,0.0,33450.75,51,56.28763,27.240772,9.0
2023-01-20,16.0,38466.74,0.0,0.0,51,1021.1,1020.1,20.9,12.3,0,22.7,0.0,33664.8,47,56.28763,27.240772,9.0
2023-01-21,16.0,38528.2,0.0,0.0,45,1021.3,1020.2,20.8,12.7,0,24.9,0.0,33661.6,48,56.28763,27.240772,9.0
2023-01-22,15.8,38591.54,0.0,0.0,39,1020.8,1019.7,21.1,11.5,8,24.6,0.0,33761.1,51,56.28763,27.240772,9.0
2023-01-23,15.8,38656.69,0.0,0.0,31,1021.3,1020.2,20.8,12.2,23,28.9,0.0,33758.91,54,56.28763,27.240772,9.0
2023-01-24,15.5,38723.51,0.0,0.0,27,1021.1,1020.1,20.3,11.9,28,28.3,0.0,33863.86,56,56.28763,27.240772,9.0
2023-01-25,15.9,38791.93,0.0,0.0,25,1020.7,1019.6,20.4,12.3,48,31.2,0.0,33394.06,54,56.28763,27.240772,9.0
2023-01-26,15.8,38861.83,10.9,0.0,37,1020.6,1019.5,20.2,12.1,88,26.7,10.9,16767.3,46,56.28763,27.240772,9.0
2023-01-27,12.8,38933.12,18.8,0.0,78,1020.0,1018.9,14.1,10.3,95,21.0,18.8,0.0,51,56.28763,27.240772,9.0
2023-01-28,13.8,39005.71,0.0,0.0,78,1017.7,1016.6,18.0,9.7,6,16.1,0.0,33842.94,19,56.28763,27.240772,9.0
2023-01-29,14.2,39079.5,0.0,0.0,67,1016.6,1015.5,18.5,10.1,0,14.0,0.0,34212.33,14,56.28763,27.240772,9.0
2023-01-30,15.2,39154.39,0.0,0.0,72,1018.3,1017.2,19.6,11.0,0,12.3,0.0,34211.53,24,56.28763,27.240772,9.0
2023-01-31,17.0,39230.3,1.6,0.0,76,1018.4,1017.4,21.0,11.6,15,18.8,1.6,34202.36,41,56.28763,27.240772,9.0
2023-02-01,18.2,39307.13,4.3,0.0,86,1017.7,1016.7,21.4,16.0,50,16.6,4.3,27766.95,46,56.28763,27.240772,9.0
2023-02-02,18.3,39384.79,3.1,0.0,87,1017.2,1016.1,20.7,16.6,56,19.1,3.1,17352.58,48,56.28763,27.240772,9.0
2023-02-03,19.1,39463.19,0.2,0.0,86,1017.0,1015.9,22.1,15.9,13,13.0,0.2,33670.95,67,56.28763,27.240772,9.0
2023-02-04,17.7,39542.25,0.0,0.0,81,1015.3,1014.3,22.2,13.5,12,18.6,0.0,34308.33,241,56.28763,27.240772,9.0
2023-02-05,17.2,39621.88,0.0,0.0,76,1014.6,1013.5,22.4,13.2,8,19.4,0.0,34707.82,344,56.28763,27.240772,9.0
2023-02-06,18.2,39701.99,0.0,0.0,69,1015.8,1014.7,22.5,13.7,4,12.2,0.0,35243.66,19,56.28763,27.240772,9.0
2023-02-07,18.4,39782.65,0.0,0.0,71,1013.3,1012.2,22.8,13.3,37,13.1,0.0,34973.67,55,56.28763,27.240772,9.0
2023-02-08,20.0,39864.63,0.0,0.0,74,1012.0,1010.9,24.3,16.0,76,14.1,0.0,34440.55,60,56.28763,27.240772,9.0
2023-02-09,18.5,39947.98,0.0,0.0,62,1013.3,1012.2,25.2,13.0,91,23.2,0.0,35241.82,224,56.28763,27.240772,9.0
2023-02-10,17.3,40032.6,0.0,0.0,58,1017.0,1016.0,21.8,12.8,57,16.5,0.0,34707.59,64,56.28763,27.240772,9.0
2023-02-11,18.7,40118.39,0.0,0.0,45,1019.6,1018.5,24.5,13.2,29,15.1,0.0,36080.76,49,56.28763,27.240772,9.0
2023-02-12,19.7,40205.26,0.0,0.0,44,1019.0,1017.9,26.1,12.9,37,15.7,0.0,35943.32,57,56.28763,27.240772,9.0
2023-02-13,20.3,40293.11,0.0,0.0,75,1019.0,1017.9,24.3,16.8,69,17.8,0.0,34668.45,62,56.28763,27.240772,9.0
2023-02-14,20.5,40381.86,0.0,0.0,77,1016.9,1015.8,25.5,16.3,27,11.8,0.0,34461.96,78,56.28763,27.240772,9.0
2023-02-15,21.7,40471.41,0.0,0.0,56,1014.2,1013.2,27.9,15.4,12,13.8,0.0,36952.79,104,56.28763,27.240772,9.0
2023-02-16,21.8,40561.68,0.0,0.0,56,1015.4,1014.4,26.8,15.5,64,14.1,0.0,36812.84,85,56.28763,27.240772,9.0
2023-02-17,21.6,40652.58,0.0,0.0,60,1017.4,1016.3,28.0,14.7,21,17.2,0.0,37108.25,212,56.28763,27.240772,9.0
2023-02-18,20.7,40744.02,0.0,0.0,76,1017.9,1016.8,25.8,16.0,44,21.7,0.0,36225.59,195,56.28763,27.240772,9.0
2023-02-19,20.7,40835.91,0.0,0.0,73,1016.9,1015.8,25.2,16.3,90,29.2,0.0,34236.58,220,56.28763,27.240772,9.0
2023-02-20,20.6,40928.19,0.0,0.0,68,1016.2,1015.1,25.6,15.9,39,21.9,0.0,36357.98,149,56.28763,27.240772,9.0
2023-02-21,20.1,41020.75,0.0,0.0,70,1015.0,1014.0,25.1,14.8,61,24.8,0.0,35404.45,241,56.28763,27.240772,9.0
2023-02-22,20.9,41113.53,0.0,0.0,75,1013.8,1012.7,27.0,15.6,26,21.6,0.0,38326.64,109,56.28763,27.240772,9.0
2023-02-23,21.4,41206.44,0.0,0.0,79,1011.9,1010.9,26.2,18.0,30,17.9,0.0,31672.95,124,56.28763,27.240772,9.0
2023-02-24,21.5,41299.39,0.0,0.0,73,1013.7,1012.7,25.8,17.0,17,15.9,0.0,37433.3,99,56.28763,27.240772,9.0
2023-02-25,21.9,41392.33,0.0,0.0,67,1016.8,1015.7,27.6,16.6,93,17.8,0.0,34852.6,85,56.28763,27.240772,9.0
2023-02-26,23.2,41485.16,0.0,0.0,58,1017.6,1016.5,28.5,17.2,36,15.6,0.0,38722.08,95,56.28763,27.240772,9.0
2023-02-27,25.8,41577.94,0.0,0.0,38,1016.6,1015.6,31.5,19.7,90,16.9,0.0,32939.11,231,56.28763,27.240772,9.0
2023-02-28,25.1,41671.43,0.3,0.0,37,1015.2,1014.1,32.0,20.6,30,18.4,0.3,38901.05,34,56.28763,27.240772,9.0
2023-03-01,24.7,41765.7,0.0,0.0,52,1015.7,1014.7,30.2,20.6,61,17.1,0.0,36129.37,67,56.28763,27.240772,9.0
2023-03-02,23.0,41860.67,0.9,0.0,66,1017.8,1016.7,26.3,19.7,65,19.2,0.9,30942.86,108,56.28763,27.240772,9.0
2023-03-03,23.5,41956.26,0.0,0.0,58,1018.8,1017.7,27.0,20.0,9,17.1,0.0,39208.57,67,56.28763,27.240772,9.0
2023-03-04,23.6,42052.4,0.0,0.0,71,1018.7,1017.6,27.2,20.1,6,15.6,0.0,39035.03,177,56.28763,27.240772,9.0
2023-03-05,23.1,42149.02,0.0,0.0,74,1018.2,1017.2,28.3,19.4,20,22.9,0.0,36712.31,189,56.28763,27.240772,9.0
2023-03-06,22.9,42246.04,0.0,0.0,76,1016.0,1014.9,28.3,18.5,26,18.4,0.0,37453.97,148,56.28763,27.240772,9.0
2023-03-07,23.5,42343.41,0.0,0.0,71,1014.5,1013.4,29.4,18.4,12,16.0,0.0,39369.26,149,56.28763,27.240772,9.0
2023-03-08,25.0,42441.04,0.0,0.0,40,1015.0,1014.0,30.2,18.7,51,15.1,0.0,37309.5,76,56.28763,27.240772,9.0
2023-03-09,25.8,42538.86,0.0,0.0,40,1014.9,1013.9,31.2,20.8,42,16.9,0.0,39438.68,67,56.28763,27.240772,9.0
2023-03-10,26.0,42636.81,0.0,0.0,50,1014.2,1013.2,29.9,22.3,87,14.6,0.0,30336.1,74,56.28763,27.240772,9.0
2023-03-11,24.7,42734.82,0.0,0.0,64,1013.8,1012.7,29.3,20.7,6,15.5,0.0,39506.73,97,56.28763,27.240772,9.0
2023-03-12,25.8,42832.83,0.0,0.0,52,1013.3,1012.2,31.6,19.7,16,15.0,0.0,39540.31,78,56.28763,27.240772,9.0
2023-03-13,25.8,42930.76,0.2,0.0,50,1012.5,1011.5,30.7,20.9,100,15.2,0.2,33136.54,125,56.28763,27.240772,9.0
2023-03-14,26.0,43028.54,0.0,0.0,49,1011.3,1010.2,30.7,21.4,10,21.4,0.0,39600.0,221,56.28763,27.240772,9.0
2023-03-15,25.2,43126.1,0.0,0.0,62,1009.3,1008.3,30.6,20.8,50,27.3,0.0,36261.59,187,56.28763,27.240772,9.0
2023-03-16,25.4,43223.39,0.0,0.0,62,1008.0,1006.9,30.8,20.5,4,28.0,0.0,39600.0,194,56.28763,27.240772,9.0
2023-03-17,24.5,43320.32,0.0,0.0,66,1008.3,1007.2,30.5,19.8,1,28.8,0.0,39600.0,206,56.28763,27.240772,9.0
2023-03-18,23.7,43416.84,0.0,0.0,71,1009.1,1008.0,28.2,19.4,14,20.5,0.0,39600.0,202,56.28763,27.240772,9.0
2023-03-19,23.5,43513.0,0.0,0.0,72,1008.4,1007.4,28.8,18.9,18,25.3,0.0,39600.0,227,56.28763,27.240772,9.0
2023-03-20,23.4,43609.5,0.0,0.0,74,1005.5,1004.4,28.1,19.3,22,21.0,0.0,36787.66,174,56.28763,27.240772,9.0
2023-03-21,23.1,43706.38,1.5,0.0,67,1005.1,1004.0,27.4,18.9,19,21.5,1.5,39600.0,44,56.28763,27.240772,9.0
2023-03-22,22.4,43803.61,0.0,0.0,48,1005.8,1004.7,27.5,18.2,7,31.7,0.0,39438.52,232,56.28763,27.240772,9.0
2023-03-23,22.5,43901.1,0.0,0.0,38,1008.3,1007.3,28.1,18.1,0,34.2,0.0,39600.0,252,56.28763,27.240772,9.0
2023-03-24,22.9,43998.8,0.0,0.0,55,1011.1,1010.1,27.0,17.7,23,20.5,0.0,37519.72,143,56.28763,27.240772,9.0
2023-03-25,23.6,44096.66,0.0,0.0,58,1011.7,1010.6,28.8,18.3,3,17.1,0.0,39600.0,184,56.28763,27.240772,9.0
2023-03-26,23.9,44194.59,0.0,0.0,53,1011.8,1010.8,28.6,17.9,41,17.2,0.0,39600.0,103,56.28763,27.240772,9.0
2023-03-27,24.5,44292.55,0.2,0.0,70,1010.4,1009.3,27.8,21.9,44,16.6,0.2,36000.0,97,56.28763,27.240772,9.0
2023-03-28,23.6,44390.46,10.1,0.0,69,1008.3,1007.3,28.5,19.9,15,24.8,10.1,39600.0,102,56.28763,27.240772,9.0
2023-03-29,24.4,44488.27,0.0,0.0,61,1009.7,1008.7,29.0,20.2,6,25.6,0.0,39600.0,197,56.28763,27.240772,9.0
2023-03-30,23.9,44585.92,0.0,0.0,72,1009.7,1008.7,29.2,19.5,29,24.2,0.0,39600.0,229,56.28763,27.240772,9.0
2023-03-31,24.3,44683.33,0.0,0.0,70,1008.0,1007.0,29.5,19.5,35,23.2,0.0,37983.97,197,56.28763,27.240772,9.0
2023-04-01,24.5,44780.45,0.0,0.0,71,1007.8,1006.7,30.4,20.0,8,27.1,0.0,39718.84,197,56.28763,27.240772,9.0
2023-04-02,23.4,44877.2,0.0,0.0,65,1007.2,1006.2,29.1,18.9,18,37.6,0.0,39600.0,217,56.28763,27.240772,9.0
2023-04-03,22.7,44973.52,0.0,0.0,61,1008.7,1007.6,28.2,18.2,3,26.2,0.0,39937.63,203,56.28763,27.240772,9.0
2023-04-04,23.1,45069.36,0.0,0.0,63,1010.3,1009.3,27.5,19.3,9,21.7,0.0,37413.89,204,56.28763,27.240772,9.0
2023-04-05,24.3,45164.62,0.0,0.0,63,1010.5,1009.5,30.4,19.0,3,22.7,0.0,39791.6,239,56.28763,27.240772,9.0
2023-04-06,24.4,45259.26,0.0,0.0,68,1010.4,1009.4,30.4,19.2,14,26.0,0.0,39779.25,211,56.28763,27.240772,9.0
2023-04-07,24.0,45353.2,0.0,0.0,74,1013.3,1012.3,28.7,19.1,35,17.5,0.0,40027.2,109,56.28763,27.240772,9.0
2023-04-08,25.2,45446.48,0.0,0.0,63,1014.4,1013.3,29.9,20.4,46,18.7,0.0,38189.81,143,56.28763,27.240772,9.0
2023-04-09,26.2,45539.78,0.0,0.0,62,1014.1,1013.1,32.1,20.7,13,20.3,0.0,40275.77,182,56.28763,27.240772,9.0
2023-04-10,27.7,45633.14,0.0,0.0,57,1011.8,1010.7,34.6,21.0,15,16.7,0.0,40539.96,199,56.28763,27.240772,9.0
2023-04-11,28.4,45726.51,0.0,0.0,49,1011.6,1010.5,34.1,21.6,72,19.4,0.0,37702.89,203,56.28763,27.240772,9.0
2023-04-12,27.6,45819.82,0.0,0.0,52,1012.0,1011.0,33.2,21.4,1,19.9,0.0,40670.25,166,56.28763,27.240772,9.0
2023-04-13,29.3,45913.01,0.0,0.0,45,1011.7,1010.7,33.8,23.1,75,27.3,0.0,36413.12,208,56.28763,27.240772,9.0
2023-04-14,28.7,46006.02,0.0,0.0,56,1010.6,1009.5,36.4,23.4,92,36.1,0.0,32753.64,203,56.28763,27.240772,9.0
2023-04-15,26.0,46098.76,0.0,0.0,66,1009.5,1008.4,32.1,21.5,77,29.2,0.0,38303.27,216,56.28763,27.240772,9.0
2023-04-16,25.4,46191.2,0.0,0.0,66,1007.9,1006.8,30.0,21.3,65,26.9,0.0,35699.36,217,56.28763,27.240772,9.0
2023-04-17,25.8,46283.24,0.0,0.0,66,1008.8,1007.8,29.4,22.7,75,26.9,0.0,40614.14,193,56.28763,27.240772,9.0
2023-04-18,25.9,46374.84,0.0,0.0,65,1012.4,1011.3,31.2,22.0,17,24.1,0.0,40052.68,221,56.28763,27.240772,9.0
2023-04-19,26.8,46465.91,0.0,0.0,61,1010.1,1009.0,32.9,21.8,46,23.0,0.0,37950.8,221,56.28763,27.240772,9.0
2023-04-20,26.8,46556.38,0.0,0.0,65,1006.6,1005.5,33.1,21.3,32,25.5,0.0,41082.32,222,56.28763,27.240772,9.0
2023-04-21,26.5,46646.2,0.0,0.0,65,1005.9,1004.8,32.3,21.2,6,26.7,0.0,41534.63,217,56.28763,27.240772,9.0
2023-04-22,27.1,46735.26,0.0,0.0,62,1007.1,1006.1,33.7,20.8,35,23.4,0.0,41688.47,190,56.28763,27.240772,9.0
2023-04-23,27.4,46823.52,0.0,0.0,60,1007.1,1006.0,33.8,21.9,88,24.1,0.0,38306.23,204,56.28763,27.240772,9.0
2023-04-24,27.0,46910.89,0.0,0.0,64,1007.5,1006.4,33.0,21.9,24,19.7,0.0,42002.23,189,56.28763,27.240772,9.0
2023-04-25,27.6,46997.29,0.0,0.0,57,1007.4,1006.4,31.2,22.2,25,16.3,0.0,42162.01,146,56.28763,27.240772,9.0
2023-04-26,27.6,47082.64,0.4,0.0,68,1007.2,1006.1,30.0,24.5,58,17.1,0.4,39562.0,164,56.28763,27.240772,9.0
2023-04-27,27.0,47166.88,0.6,0.0,62,1006.2,1005.2,32.4,22.0,55,24.3,0.6,40400.12,210,56.28763,27.240772,9.0
2023-04-28,27.2,47250.02,0.0,0.0,58,1006.6,1005.6,31.3,21.8,8,20.6,0.0,42492.56,214,56.28763,27.240772,9.0
2023-04-29,28.3,47332.7,0.0,0.0,61,1005.7,1004.6,34.0,23.1,9,24.6,0.0,42337.32,193,56.28763,27.240772,9.0
2023-04-30,28.0,47414.96,0.0,0.0,59,1004.9,1003.9,33.0,23.4,2,21.3,0.0,42825.72,174,56.28763,27.240772,9.0
2023-05-01,28.4,47496.75,0.0,0.0,54,1004.4,1003.3,33.9,23.4,2,22.1,0.0,42984.64,161,56.28763,27.240772,9.0
2023-05-02,28.4,47577.98,0.0,0.0,58,1005.9,1004.8,34.2,23.3,0,22.8,0.0,43200.0,130,56.28763,27.240772,9.0
2023-05-03,27.6,47658.61,0.0,0.0,63,1006.9,1005.8,32.6,22.8,5,20.3,0.0,43157.13,195,56.28763,27.240772,9.0
2023-05-04,27.5,47738.54,0.0,0.0,62,1006.7,1005.7,32.9,23.0,1,18.2,0.0,43200.0,159,56.28763,27.240772,9.0
2023-05-05,28.0,47817.72,0.0,0.0,68,1006.9,1005.9,32.3,23.9,9,19.8,0.0,42406.11,129,56.28763,27.240772,9.0
2023-05-06,30.7,47896.07,0.0,0.0,38,1008.0,1006.9,35.9,24.2,1,20.3,0.0,43108.57,189,56.28763,27.240772,9.0
2023-05-07,30.4,47973.53,0.0,0.0,37,1007.8,1006.8,36.7,23.2,0,22.7,0.0,43200.0,212,56.28763,27.240772,9.0
2023-05-08,31.2,48050.0,0.0,0.0,41,1006.5,1005.5,38.2,23.4,23,20.4,0.0,43200.0,186,56.28763,27.240772,9.0
2023-05-09,31.7,48125.43,0.0,0.0,32,1006.7,1005.6,38.6,24.6,62,22.8,0.0,29780.17,225,56.28763,27.240772,9.0
2023-05-10,31.8,48199.72,0.0,0.0,33,1006.8,1005.8,40.0,25.4,37,23.2,0.0,43200.0,189,56.28763,27.240772,9.0
2023-05-11,31.3,48272.8,0.0,0.0,43,1007.4,1006.4,38.0,24.5,11,24.7,0.0,43200.0,178,56.28763,27.240772,9.0
2023-05-12,32.2,48344.61,0.0,0.0,48,1006.2,1005.2,38.7,25.9,3,21.6,0.0,43200.0,181,56.28763,27.240772,9.0
2023-05-13,32.8,48415.04,0.0,0.0,49,1004.9,1003.9,39.3,26.7,1,20.0,0.0,43200.0,181,56.28763,27.240772,9.0
2023-05-14,31.8,48484.03,0.0,0.0,50,1001.8,1000.8,38.3,26.0,4,22.5,0.0,43200.0,135,56.28763,27.240772,9.0
2023-05-15,31.0,48551.48,0.0,0.0,54,1001.4,1000.4,38.0,24.8,1,25.8,0.0,43216.64,182,56.28763,27.240772,9.0
2023-05-16,29.6,48617.32,0.0,0.0,61,1003.0,1002.0,35.5,24.3,59,28.2,0.0,42201.76,158,56.28763,27.240772,9.0
2023-05-17,31.5,48681.46,0.0,0.0,48,1004.6,1003.6,39.2,25.9,6,26.4,0.0,43204.26,166,56.28763,27.240772,9.0
2023-05-18,32.1,48743.91,0.0,0.0,48,1007.0,1006.0,38.0,26.6,48,29.3,0.0,43200.0,148,56.28763,27.240772,9.0
2023-05-19,32.6,48805.19,0.0,0.0,46,1006.7,1005.7,37.4,26.8,57,23.1,0.0,41594.1,141,56.28763,27.240772,9.0
2023-05-20,33.5,48865.33,0.0,0.0,45,1005.5,1004.5,39.9,28.4,54,26.6,0.0,43200.0,180,56.28763,27.240772,9.0
2023-05-21,33.8,48924.29,0.0,0.0,42,1006.7,1005.7,39.4,28.5,98,28.7,0.0,25200.0,195,56.28763,27.240772,9.0
2023-05-22,33.3,48981.99,0.0,0.0,41,1007.5,1006.5,38.7,28.9,42,22.6,0.0,26060.99,183,56.28763,27.240772,9.0
2023-05-23,33.3,49038.39,0.0,0.0,44,1007.3,1006.3,38.9,27.9,18,24.1,0.0,43200.0,191,56.28763,27.240772,9.0
2023-05-24,32.7,49093.41,0.0,0.0,54,1006.1,1005.1,39.5,27.0,24,26.4,0.0,43289.17,214,56.28763,27.240772,9.0
2023-05-25,32.5,49147.01,0.0,0.0,55,1005.3,1004.3,39.3,27.5,62,25.0,0.0,41551.59,197,56.28763,27.240772,9.0
2023-05-26,31.9,49199.12,0.0,0.0,60,1004.5,1003.5,37.1,27.2,6,27.8,0.0,43410.77,194,56.28763,27.240772,9.0
2023-05-27,32.6,49249.68,0.0,0.0,56,1003.0,1001.9,37.4,28.1,3,21.9,0.0,43271.02,119,56.28763,27.240772,9.0
2023-05-28,32.9,49298.63,0.0,0.0,56,1003.3,1002.3,38.1,27.8,30,22.0,0.0,43264.88,185,56.28763,27.240772,9.0
2023-05-29,33.8,49345.91,0.0,0.0,56,1004.1,1003.1,40.4,27.7,20,20.0,0.0,43258.74,198,56.28763,27.240772,9.0
2023-05-30,33.6,49391.45,0.0,0.0,53,1004.4,1003.3,39.3,28.0,62,27.5,0.0,43390.14,162,56.28763,27.240772,9.0
2023-05-31,33.3,49435.2,0.0,0.0,54,1003.2,1002.2,39.6,27.8,68,33.9,0.0,42874.31,226,56.28763,27.240772,9.0
2023-06-01,32.0,49477.08,0.0,0.0,64,1003.1,1002.1,36.5,28.5,73,26.4,0.0,36682.94,200,56.28763,27.240772,9.0
2023-06-02,32.6,49517.04,0.0,0.0,62,1003.3,1002.3,37.6,28.5,27,23.1,0.0,43200.0,222,56.28763,27.240772,9.0
2023-06-03,32.7,49555.02,0.0,0.0,61,1003.7,1002.7,37.3,28.2,8,20.7,0.0,42070.68,218,56.28763,27.240772,9.0
2023-06-04,33.4,49590.95,0.0,0.0,55,1003.6,1002.6,39.6,28.1,26,23.5,0.0,40266.68,178,56.28763,27.240772,9.0
2023-06-05,35.4,49624.77,0.0,0.0,35,1003.3,1002.3,42.0,27.5,1,32.1,0.0,43502.09,223,56.28763,27.240772,9.0
2023-06-06,35.1,49656.42,0.0,0.0,40,1003.1,1002.1,42.7,29.2,0,34.0,0.0,43641.26,214,56.28763,27.240772,9.0
2023-06-07,34.7,49685.89,0.0,0.0,45,1001.9,1000.9,42.1,28.9,0,30.6,0.0,43637.91,218,56.28763,27.240772,9.0
2023-06-08,32.4,49713.42,0.0,0.0,60,1001.9,1000.9,37.9,26.7,3,22.9,0.0,43779.13,209,56.28763,27.240772,9.0
2023-06-09,33.1,49739.05,0.0,0.0,61,1000.2,999.2,38.3,27.7,2,21.7,0.0,43631.05,170,56.28763,27.240772,9.0
2023-06-10,35.3,49762.76,0.0,0.0,51,998.2,997.2,41.7,28.9,4,22.0,0.0,43773.46,178,56.28763,27.240772,9.0
2023-06-11,35.1,49784.53,0.0,0.0,48,998.1,997.1,40.0,30.0,6,18.2,0.0,43477.48,161,56.28763,27.240772,9.0
2023-06-12,35.4,49804.35,0.0,0.0,52,996.6,995.6,42.6,29.1,9,24.1,0.0,43738.76,189,56.28763,27.240772,9.0
2023-06-13,35.9,49822.2,0.0,0.0,50,995.6,994.6,43.5,29.6,14,25.4,0.0,43595.76,174,56.28763,27.240772,9.0
2023-06-14,34.3,49838.08,0.0,0.0,60,995.3,994.3,39.7,29.3,16,26.6,0.0,42931.38,163,56.28763,27.240772,9.0
2023-06-15,33.2,49851.95,0.0,0.0,64,995.3,994.3,37.8,29.1,11,23.5,0.0,43628.78,202,56.28763,27.240772,9.0
2023-06-16,33.4,49863.82,0.0,0.0,65,995.2,994.3,37.2,30.0,22,21.4,0.0,42864.61,180,56.28763,27.240772,9.0
2023-06-17,33.2,49873.66,0.0,0.0,68,997.5,996.5,36.9,29.3,7,21.8,0.0,43389.29,207,56.28763,27.240772,9.0
2023-06-18,32.9,49881.46,0.0,0.0,65,999.5,998.5,38.0,28.9,18,21.2,0.0,43270.43,207,56.28763,27.240772,9.0
2023-06-19,32.9,49887.21,0.0,0.0,62,999.3,998.3,36.9,28.6,0,22.5,0.0,43411.67,167,56.28763,27.240772,9.0
2023-06-20,33.6,49890.91,0.0,0.0,62,998.8,997.8,38.1,29.4,12,19.8,0.0,43033.81,160,56.28763,27.240772,9.0
2023-06-21,35.0,49892.55,0.0,0.0,52,997.9,996.9,41.9,29.4,17,26.3,0.0,41870.47,194,56.28763,27.240772,9.0
2023-06-22,34.8,49892.1,0.0,0.0,55,997.6,996.6,41.5,29.7,10,29.1,0.0,43191.22,195,56.28763,27.240772,9.0
2023-06-23,33.4,49889.57,0.0,0.0,61,997.8,996.8,37.9,29.6,18,17.1,0.0,43074.66,180,56.28763,27.240772,9.0
2023-06-24,33.5,49884.94,0.0,0.0,69,996.5,995.5,36.3,29.8,22,19.2,0.0,38608.09,140,56.28763,27.240772,9.0
2023-06-25,33.5,49878.21,0.6,0.0,73,995.9,994.9,36.6,31.0,25,17.3,0.6,37184.41,141,56.28763,27.240772,9.0
2023-06-26,33.1,49869.38,1.1,0.0,69,997.4,996.4,36.0,30.5,35,16.4,1.1,38448.76,129,56.28763,27.240772,9.0
2023-06-27,33.2,49858.41,0.0,0.0,66,999.0,998.0,36.7,30.5,13,17.7,0.0,42740.27,132,56.28763,27.240772,9.0
2023-06-28,33.3,49845.2,0.0,0.0,66,1000.3,999.3,36.4,30.5,4,16.0,0.0,42336.41,127,56.28763,27.240772,9.0
2023-06-29,34.4,49829.73,0.0,0.0,66,998.7,997.7,37.7,30.8,21,21.7,0.0,39418.55,174,56.28763,27.240772,9.0
2023-06-30,34.2,49812.08,0.0,0.0,62,996.7,995.7,38.5,30.3,15,25.8,0.0,42525.62,200,56.28763,27.240772,9.0
2023-07-01,33.9,49792.28,0.0,0.0,62,997.3,996.3,37.4,29.7,2,19.6,0.0,42001.39,203,56.28763,27.240772,9.0
2023-07-02,33.5,49770.37,0.0,0.0,68,998.6,997.6,37.6,29.1,0,17.0,0.0,42567.4,180,56.28763,27.240772,9.0
2023-07-03,33.4,49746.39,0.0,0.0,71,998.7,997.7,37.4,29.4,6,18.1,0.0,42162.17,151,56.28763,27.240772,9.0
