time,temperature_2m_mean (°C),daylight_duration (s),rain_sum (mm),snowfall_sum (cm),relative_humidity_2m_mean (%),pressure_msl_mean (hPa),surface_pressure_mean (hPa),temperature_2m_max (°C),temperature_2m_min (°C),cloud_cover_mean (%),wind_speed_10m_max (km/h),precipitation_sum (mm),sunshine_duration (s),wind_direction_10m_dominant (°),longitude,latitude,elevation
2025-02-24,22.7,41343.14,5.3,0.0,70,1013.2,1012.1,25.5,18.5,90,10.9,5.3,6165.7,1,56.28763,27.240772,9.0
2025-02-25,21.3,41438.04,0.0,0.0,51,1014.3,1013.2,27.3,15.5,70,26.5,0.0,35508.68,247,56.28763,27.240772,9.0
2025-02-26,19.7,41533.34,0.0,0.0,52,1017.2,1016.1,23.7,14.0,98,13.2,0.0,25518.84,171,56.28763,27.240772,9.0
2025-02-27,19.7,41628.95,0.0,0.0,47,1015.1,1014.0,22.8,15.3,80,13.9,0.0,2919.28,238,56.28763,27.240772,9.0
2025-02-28,19.4,41724.8,0.0,0.0,41,1013.6,1012.6,25.7,13.0,40,20.3,0.0,37645.09,207,56.28763,27.240772,9.0
2025-03-01,19.4,41820.82,0.0,0.0,57,1013.5,1012.4,24.9,13.6,3,16.9,0.0,39068.77,204,56.28763,27.240772,9.0
2025-03-02,20.2,41916.94,0.0,0.0,46,1012.0,1010.9,27.7,14.9,3,34.2,0.0,39168.02,223,56.28763,27.240772,9.0
2025-03-03,21.0,42013.07,0.0,0.0,24,1017.6,1016.5,26.7,14.6,1,19.0,0.0,39243.74,55,56.28763,27.240772,9.0
2025-03-04,21.7,42109.14,0.0,0.0,23,1019.4,1018.3,27.1,14.7,60,18.0,0.0,30876.5,67,56.28763,27.240772,9.0
2025-03-05,23.2,42205.08,0.0,0.0,39,1019.0,1017.9,27.8,18.7,61,9.1,0.0,22977.79,65,56.28763,27.240772,9.0
2025-03-06,24.4,42300.82,0.0,0.0,37,1016.9,1015.9,29.2,17.0,73,12.4,0.0,33553.96,168,56.28763,27.240772,9.0
2025-03-07,27.8,42396.28,0.0,0.0,35,1013.9,1012.8,33.5,21.9,87,10.9,0.0,34297.78,119,56.28763,27.240772,9.0
2025-03-08,27.8,42491.53,0.0,0.0,33,1009.7,1008.6,33.2,22.2,78,12.5,0.0,39031.91,142,56.28763,27.240772,9.0
2025-03-09,25.6,42587.29,1.8,0.0,41,1011.6,1010.5,31.3,21.5,99,20.8,1.8,0.0,269,56.28763,27.240772,9.0
2025-03-10,26.3,42683.61,0.4,0.0,46,1013.7,1012.7,31.8,21.3,94,23.2,0.4,34220.74,222,56.28763,27.240772,9.0
2025-03-11,27.7,42780.45,0.0,0.0,39,1013.7,1012.6,33.6,22.1,47,20.2,0.0,39526.56,189,56.28763,27.240772,9.0
2025-03-12,26.6,42877.72,0.0,0.0,47,1012.2,1011.2,32.6,21.7,37,20.6,0.0,37791.04,207,56.28763,27.240772,9.0
2025-03-13,24.6,42975.36,0.0,0.0,62,1011.1,1010.1,30.5,20.0,8,29.1,0.0,39593.09,154,56.28763,27.240772,9.0
2025-03-14,25.4,43073.32,0.0,0.0,38,1012.9,1011.8,30.5,20.0,0,17.1,0.0,39600.0,218,56.28763,27.240772,9.0
2025-03-15,25.6,43171.51,0.0,0.0,33,1014.5,1013.5,30.7,20.5,0,16.4,0.0,39600.0,130,56.28763,27.240772,9.0
2025-03-16,26.7,43269.88,0.0,0.0,26,1015.0,1014.0,32.3,20.1,58,16.8,0.0,39600.0,197,56.28763,27.240772,9.0
2025-03-17,25.1,43368.36,0.0,0.0,34,1013.7,1012.6,29.1,20.4,86,32.2,0.0,12323.95,248,56.28763,27.240772,9.0
2025-03-18,23.7,43466.89,0.0,0.0,53,1012.2,1011.2,30.1,17.8,0,23.8,0.0,39600.0,210,56.28763,27.240772,9.0
2025-03-19,23.8,43565.41,0.0,0.0,71,1013.3,1012.3,30.0,18.8,0,23.9,0.0,39600.0,186,56.28763,27.240772,9.0
2025-03-20,24.6,43663.84,0.0,0.0,65,1015.2,1014.1,31.2,19.0,2,14.7,0.0,39600.0,159,56.28763,27.240772,9.0
2025-03-21,25.9,43762.12,0.0,0.0,42,1015.7,1014.6,33.0,18.9,9,15.2,0.0,39600.0,133,56.28763,27.240772,9.0
2025-03-22,27.5,43860.19,0.0,0.0,38,1013.1,1012.0,33.9,19.9,47,23.7,0.0,39600.0,209,56.28763,27.240772,9.0
2025-03-23,27.2,43957.98,0.0,0.0,47,1012.6,1011.5,32.8,22.1,48,23.6,0.0,35076.8,215,56.28763,27.240772,9.0
2025-03-24,24.8,44055.44,0.0,0.0,60,1011.8,1010.8,31.8,18.4,6,34.9,0.0,39600.0,214,56.28763,27.240772,9.0
2025-03-25,22.7,44152.48,0.0,0.0,54,1011.0,1010.0,27.5,18.1,3,20.8,0.0,39600.0,157,56.28763,27.240772,9.0
2025-03-26,22.9,44249.05,0.0,0.0,45,1012.0,1011.0,27.3,18.5,1,21.5,0.0,39600.0,211,56.28763,27.240772,9.0
2025-03-27,24.3,44345.07,0.0,0.0,32,1013.9,1012.8,30.8,18.8,0,19.9,0.0,39600.0,60,56.28763,27.240772,9.0
2025-03-28,24.7,44440.61,0.0,0.0,30,1014.0,1013.0,31.3,18.8,81,16.5,0.0,38494.87,87,56.28763,27.240772,9.0
2025-03-29,24.6,44536.32,0.0,0.0,37,1012.9,1011.9,30.0,18.2,0,15.3,0.0,39636.47,153,56.28763,27.240772,9.0
2025-03-30,25.9,44632.29,0.0,0.0,38,1012.9,1011.8,32.4,18.3,2,15.3,0.0,39737.55,179,56.28763,27.240772,9.0
2025-03-31,26.8,44728.43,0.0,0.0,35,1012.2,1011.2,33.4,19.6,19,17.0,0.0,39842.62,190,56.28763,27.240772,9.0
2025-04-01,26.7,44824.7,0.0,0.0,45,1010.7,1009.7,33.6,19.9,3,17.2,0.0,39713.56,169,56.28763,27.240772,9.0
2025-04-02,27.7,44921.03,0.0,0.0,47,1009.6,1008.5,35.9,19.4,25,14.2,0.0,39943.02,219,56.28763,27.240772,9.0
2025-04-03,27.4,45017.36,0.0,0.0,55,1010.0,1008.9,34.5,20.8,16,16.0,0.0,39933.83,176,56.28763,27.240772,9.0
2025-04-04,28.6,45113.62,0.0,0.0,43,1010.8,1009.8,35.5,21.5,13,20.5,0.0,39924.02,187,56.28763,27.240772,9.0
2025-04-05,29.9,45209.76,0.0,0.0,33,1011.0,1010.0,37.6,22.4,17,24.0,0.0,40041.0,216,56.28763,27.240772,9.0
2025-04-06,29.7,45305.71,0.0,0.0,35,1010.2,1009.2,38.5,22.2,31,26.1,0.0,40161.35,203,56.28763,27.240772,9.0
2025-04-07,29.7,45401.41,0.0,0.0,42,1009.7,1008.6,36.9,22.4,76,18.2,0.0,39861.84,177,56.28763,27.240772,9.0
2025-04-08,29.3,45496.79,0.0,0.0,50,1008.6,1007.6,36.9,23.0,23,21.9,0.0,37069.86,197,56.28763,27.240772,9.0
2025-04-09,29.5,45591.77,0.0,0.0,47,1008.1,1007.1,36.8,22.8,0,14.4,0.0,40406.63,229,56.28763,27.240772,9.0
2025-04-10,29.4,45686.31,0.0,0.0,51,1005.1,1004.1,37.7,22.6,5,14.3,0.0,40537.54,188,56.28763,27.240772,9.0
2025-04-11,29.2,45780.33,0.0,0.0,54,1002.7,1001.7,37.8,22.1,4,25.4,0.0,40671.3,193,56.28763,27.240772,9.0
2025-04-12,29.7,45873.76,0.0,0.0,46,1004.2,1003.2,36.3,23.0,0,18.9,0.0,40807.79,116,56.28763,27.240772,9.0
2025-04-13,31.5,45966.53,0.0,0.0,40,1007.9,1006.9,37.7,24.9,0,14.8,0.0,40805.59,149,56.28763,27.240772,9.0
2025-04-14,31.8,46058.57,0.0,0.0,37,1008.3,1007.3,38.1,23.9,24,16.6,0.0,40945.74,150,56.28763,27.240772,9.0
2025-04-15,32.1,46149.81,0.0,0.0,39,1007.1,1006.1,40.1,25.0,41,28.3,0.0,39645.55,180,56.28763,27.240772,9.0
2025-04-16,30.0,46240.17,0.0,0.0,52,1006.8,1005.8,37.2,23.7,1,24.9,0.0,41087.73,183,56.28763,27.240772,9.0
2025-04-17,27.6,46329.71,0.0,0.0,61,1006.1,1005.0,35.4,22.4,0,24.5,0.0,41380.72,176,56.28763,27.240772,9.0
2025-04-18,26.8,46419.05,0.0,0.0,65,1006.9,1005.9,32.4,22.0,7,18.9,0.0,41381.9,159,56.28763,27.240772,9.0
2025-04-19,26.5,46508.28,0.0,0.0,65,1008.4,1007.3,30.7,21.8,1,16.8,0.0,41532.29,137,56.28763,27.240772,9.0
2025-04-20,27.6,46597.3,0.0,0.0,53,1009.1,1008.1,34.0,22.0,28,17.7,0.0,41533.9,151,56.28763,27.240772,9.0
2025-04-21,27.8,46686.07,0.0,0.0,53,1011.4,1010.4,34.4,21.6,3,15.0,0.0,41535.12,183,56.28763,27.240772,9.0
2025-04-22,28.3,46774.51,0.0,0.0,51,1012.0,1010.9,34.2,21.5,4,18.4,0.0,41689.35,177,56.28763,27.240772,9.0
2025-04-23,30.3,46862.55,0.0,0.0,42,1008.8,1007.8,37.7,22.1,1,27.7,0.0,42000.12,211,56.28763,27.240772,9.0
2025-04-24,31.2,46950.14,0.0,0.0,41,1006.1,1005.1,38.3,24.4,1,20.5,0.0,42315.17,209,56.28763,27.240772,9.0
2025-04-25,31.7,47037.19,0.0,0.0,40,1006.6,1005.6,39.0,23.5,8,17.1,0.0,42477.57,178,56.28763,27.240772,9.0
2025-04-26,33.7,47123.63,0.0,0.0,26,1006.2,1005.2,40.7,24.6,88,16.5,0.0,41296.52,217,56.28763,27.240772,9.0
2025-04-27,33.8,47209.4,0.0,0.0,29,1006.1,1005.1,40.7,26.7,96,24.7,0.0,39652.73,191,56.28763,27.240772,9.0
2025-04-28,33.4,47294.41,0.0,0.0,28,1004.5,1003.5,43.2,26.8,31,30.4,0.0,39600.0,193,56.28763,27.240772,9.0
2025-04-29,32.9,47378.61,0.0,0.0,32,1003.7,1002.7,39.5,25.1,1,23.5,0.0,43139.45,180,56.28763,27.240772,9.0
2025-04-30,32.8,47461.89,0.0,0.0,34,1004.9,1003.9,39.8,26.6,13,23.2,0.0,43153.68,120,56.28763,27.240772,9.0
2025-05-01,31.9,47544.2,0.0,0.0,45,1006.1,1005.1,38.0,25.8,6,15.5,0.0,41493.35,137,56.28763,27.240772,9.0
2025-05-02,32.1,47625.45,0.0,0.0,51,1005.8,1004.8,39.0,24.9,1,15.4,0.0,43024.57,155,56.28763,27.240772,9.0
2025-05-03,32.6,47705.56,0.0,0.0,50,1004.1,1003.0,39.4,25.7,5,17.5,0.0,43200.0,187,56.28763,27.240772,9.0
2025-05-04,32.1,47784.45,0.0,0.0,55,1002.9,1001.9,38.1,26.1,13,19.2,0.0,43196.27,178,56.28763,27.240772,9.0
2025-05-05,32.5,47862.03,0.0,0.0,52,1002.1,1001.1,39.2,26.7,2,22.9,0.0,43200.0,150,56.28763,27.240772,9.0
2025-05-06,32.1,47938.22,0.0,0.0,52,1001.3,1000.3,38.1,26.8,15,19.9,0.0,43200.0,124,56.28763,27.240772,9.0
2025-05-07,30.0,48013.05,0.0,0.0,61,1001.5,1000.5,37.5,23.8,6,24.5,0.0,43200.0,195,56.28763,27.240772,9.0
2025-05-08,28.5,48087.11,0.0,0.0,66,1003.4,1002.4,34.3,23.1,13,16.3,0.0,40450.84,196,56.28763,27.240772,9.0
2025-05-09,30.3,48160.43,0.0,0.0,55,1005.8,1004.8,37.2,23.6,1,17.6,0.0,43200.0,193,56.28763,27.240772,9.0
2025-05-10,30.2,48232.96,0.0,0.0,58,1007.4,1006.4,34.9,24.8,0,13.5,0.0,43200.0,155,56.28763,27.240772,9.0
2025-05-11,31.5,48304.64,0.0,0.0,47,1005.6,1004.6,36.9,24.5,6,15.9,0.0,43200.0,180,56.28763,27.240772,9.0
2025-05-12,33.1,48375.38,0.0,0.0,35,1003.6,1002.6,39.6,26.1,0,23.5,0.0,43232.38,188,56.28763,27.240772,9.0
2025-05-13,33.3,48445.13,0.0,0.0,30,1003.9,1002.9,40.8,26.8,0,23.9,0.0,43226.25,195,56.28763,27.240772,9.0
2025-05-14,34.0,48513.82,0.0,0.0,29,1004.6,1003.6,41.3,26.6,0,31.0,0.0,43220.0,229,56.28763,27.240772,9.0
2025-05-15,33.7,48581.36,0.0,0.0,38,1004.9,1003.9,42.5,27.1,0,30.7,0.0,43213.65,226,56.28763,27.240772,9.0
2025-05-16,32.7,48647.7,0.0,0.0,50,1003.6,1002.6,40.8,25.8,0,25.6,0.0,43330.55,219,56.28763,27.240772,9.0
2025-05-17,32.2,48712.77,0.0,0.0,59,1002.6,1001.6,40.1,25.2,0,19.7,0.0,43200.66,204,56.28763,27.240772,9.0
2025-05-18,32.0,48776.48,0.0,0.0,64,1003.3,1002.3,38.7,26.4,0,19.0,0.0,43200.0,188,56.28763,27.240772,9.0
2025-05-19,34.2,48838.77,0.0,0.0,50,1002.3,1001.3,42.1,26.7,1,21.3,0.0,43314.21,185,56.28763,27.240772,9.0
2025-05-20,34.6,48899.55,0.0,0.0,43,1001.3,1000.3,42.3,28.3,0,17.5,0.0,43308.62,176,56.28763,27.240772,9.0
2025-05-21,33.4,48958.75,0.0,0.0,53,1001.0,1000.0,38.3,27.9,0,15.5,0.0,43432.02,151,56.28763,27.240772,9.0
2025-05-22,34.5,49016.3,0.0,0.0,49,999.1,998.1,42.0,27.4,1,21.1,0.0,43427.39,180,56.28763,27.240772,9.0
2025-05-23,34.6,49072.13,0.0,0.0,46,997.1,996.2,41.9,28.6,4,15.0,0.0,43422.73,127,56.28763,27.240772,9.0
2025-05-24,33.9,49126.14,0.0,0.0,50,996.8,995.8,38.6,28.6,0,14.1,0.0,43418.02,126,56.28763,27.240772,9.0
2025-05-25,33.5,49178.27,0.0,0.0,56,998.4,997.4,38.7,28.0,0,14.4,0.0,43413.29,157,56.28763,27.240772,9.0
2025-05-26,33.2,49228.42,0.0,0.0,59,999.4,998.3,39.2,27.7,1,19.4,0.0,43274.43,144,56.28763,27.240772,9.0
2025-05-27,34.3,49276.62,0.0,0.0,48,999.1,998.1,40.2,28.9,1,24.1,0.0,43538.84,78,56.28763,27.240772,9.0
2025-05-28,37.5,49323.25,0.0,0.0,26,998.9,997.9,44.5,28.8,1,19.7,0.0,43534.9,210,56.28763,27.240772,9.0
2025-05-29,37.4,49368.37,0.0,0.0,27,998.6,997.6,44.6,31.1,6,17.6,0.0,43280.69,153,56.28763,27.240772,9.0
2025-05-30,35.8,49411.93,0.0,0.0,39,998.3,997.3,41.9,29.5,1,19.4,0.0,43526.67,168,56.28763,27.240772,9.0
2025-05-31,35.1,49453.87,0.0,0.0,48,999.5,998.5,42.5,28.4,8,22.7,0.0,43661.11,205,56.28763,27.240772,9.0
2025-06-01,35.2,49494.16,0.0,0.0,49,1001.3,1000.3,42.9,28.0,7,19.0,0.0,43657.65,200,56.28763,27.240772,9.0
2025-06-02,35.9,49532.77,0.0,0.0,36,999.7,998.7,42.8,28.7,26,20.2,0.0,43654.12,120,56.28763,27.240772,9.0
2025-06-03,35.6,49569.63,0.0,0.0,31,998.3,997.3,42.9,28.8,11,16.6,0.0,43650.52,192,56.28763,27.240772,9.0
2025-06-04,33.0,49604.72,0.0,0.0,58,998.6,997.6,39.4,27.0,7,22.2,0.0,43788.94,221,56.28763,27.240772,9.0
2025-06-05,31.7,49638.0,0.0,0.0,70,1002.3,1001.3,35.7,26.7,9,14.6,0.0,42966.82,195,56.28763,27.240772,9.0
2025-06-06,32.3,49669.41,0.5,0.0,61,1005.2,1004.2,35.7,28.1,19,15.5,0.5,43073.53,194,56.28763,27.240772,9.0
2025-06-07,32.5,49698.9,0.0,0.0,60,1005.7,1004.7,35.9,29.0,1,17.2,0.0,43468.63,185,56.28763,27.240772,9.0
2025-06-08,32.7,49726.46,0.0,0.0,64,1005.0,1004.0,36.9,28.8,8,16.2,0.0,43065.8,173,56.28763,27.240772,9.0
2025-06-09,34.1,49752.04,0.0,0.0,49,1004.7,1003.7,38.3,28.6,2,18.0,0.0,43738.41,198,56.28763,27.240772,9.0
2025-06-10,35.4,49775.57,0.0,0.0,37,1002.1,1001.1,41.3,28.7,1,17.9,0.0,43771.23,208,56.28763,27.240772,9.0
2025-06-11,37.0,49797.04,0.0,0.0,27,1001.5,1000.5,43.4,29.0,1,18.8,0.0,43768.31,203,56.28763,27.240772,9.0
2025-06-12,38.8,49816.4,0.0,0.0,24,1000.6,999.6,45.6,30.3,0,19.9,0.0,43765.45,186,56.28763,27.240772,9.0
2025-06-13,39.3,49833.61,0.0,0.0,29,999.8,998.8,47.3,31.1,0,22.6,0.0,43762.66,124,56.28763,27.240772,9.0
2025-06-14,37.9,49848.64,0.0,0.0,36,998.6,997.6,44.7,31.1,3,26.6,0.0,43759.96,162,56.28763,27.240772,9.0
2025-06-15,37.3,49861.43,0.0,0.0,33,996.3,995.4,43.8,30.8,0,18.9,0.0,43906.45,181,56.28763,27.240772,9.0
2025-06-16,39.3,49871.99,0.0,0.0,18,995.1,994.1,46.5,32.3,0,20.3,0.0,44053.9,202,56.28763,27.240772,9.0
2025-06-17,37.8,49880.37,0.0,0.0,31,995.6,994.6,45.4,30.7,0,19.4,0.0,43902.3,148,56.28763,27.240772,9.0
2025-06-18,35.2,49886.61,0.0,0.0,52,996.8,995.8,41.3,29.8,0,17.7,0.0,43900.21,164,56.28763,27.240772,9.0
2025-06-19,35.4,49890.72,0.0,0.0,49,996.0,995.1,43.0,29.4,0,24.8,0.0,43898.12,218,56.28763,27.240772,9.0
2025-06-20,36.3,49892.71,0.0,0.0,42,996.2,995.2,43.8,28.8,0,24.5,0.0,43703.91,233,56.28763,27.240772,9.0
2025-06-21,36.6,49892.59,0.0,0.0,43,996.9,995.9,44.1,30.2,0,23.0,0.0,43588.5,227,56.28763,27.240772,9.0
2025-06-22,35.9,49890.38,0.0,0.0,51,995.7,994.7,43.1,30.2,2,26.5,0.0,43473.65,221,56.28763,27.240772,9.0
2025-06-23,35.6,49886.09,0.0,0.0,52,994.3,993.3,41.7,30.3,3,24.6,0.0,43359.21,202,56.28763,27.240772,9.0
2025-06-24,34.2,49879.74,0.0,0.0,60,993.4,992.4,40.3,29.1,15,25.2,0.0,43245.02,199,56.28763,27.240772,9.0
2025-06-25,35.3,49871.35,0.0,0.0,48,993.9,992.9,42.1,28.7,8,20.1,0.0,43263.66,195,56.28763,27.240772,9.0
2025-06-26,34.6,49860.92,0.0,0.0,54,995.8,994.8,39.5,30.2,19,15.1,0.0,41797.9,170,56.28763,27.240772,9.0
2025-06-27,33.9,49848.48,0.0,0.0,69,995.4,994.4,38.2,29.7,14,14.6,0.0,42865.1,127,56.28763,27.240772,9.0
2025-06-28,33.8,49834.05,0.0,0.0,68,994.9,993.9,37.7,30.4,86,15.4,0.0,41568.31,119,56.28763,27.240772,9.0
2025-06-29,34.3,49817.64,0.0,0.0,62,993.2,992.2,37.5,30.5,22,13.2,0.0,41979.3,148,56.28763,27.240772,9.0
2025-06-30,34.0,49799.28,0.0,0.0,69,993.5,992.5,37.4,30.2,21,15.1,0.0,42676.82,156,56.28763,27.240772,9.0
2025-07-01,33.6,49778.98,0.3,0.0,73,994.8,993.8,37.2,30.5,16,15.2,0.3,41999.21,142,56.28763,27.240772,9.0
2025-07-02,33.5,49756.76,0.0,0.0,71,995.0,994.0,36.6,30.3,20,13.2,0.0,37078.36,142,56.28763,27.240772,9.0
2025-07-03,33.6,49732.65,0.0,0.0,70,994.9,993.9,37.4,29.9,8,15.1,0.0,41901.72,178,56.28763,27.240772,9.0
2025-07-04,33.1,49706.67,0.5,0.0,75,996.1,995.1,36.7,29.8,67,15.7,0.5,39438.96,156,56.28763,27.240772,9.0
2025-07-05,33.4,49678.83,0.0,0.0,72,995.5,994.5,37.9,30.2,34,20.7,0.0,32265.52,160,56.28763,27.240772,9.0
2025-07-06,33.7,49649.12,0.0,0.0,66,994.2,993.2,38.0,29.8,22,21.8,0.0,41684.45,199,56.28763,27.240772,9.0
2025-07-07,33.5,49617.23,0.0,0.0,61,995.0,994.0,37.8,30.0,32,21.2,0.0,41281.46,215,56.28763,27.240772,9.0
2025-07-08,33.1,49583.19,0.0,0.0,63,996.4,995.4,37.2,28.9,50,21.3,0.0,42012.58,203,56.28763,27.240772,9.0
2025-07-09,33.6,49547.05,0.0,0.0,54,996.3,995.3,37.8,28.8,56,19.4,0.0,41313.55,199,56.28763,27.240772,9.0
2025-07-10,34.1,49508.88,0.0,0.0,51,996.9,995.9,38.6,29.2,44,14.3,0.0,41769.09,189,56.28763,27.240772,9.0
2025-07-11,33.9,49468.74,0.0,0.0,61,998.8,997.8,37.6,30.0,76,13.7,0.0,41209.89,132,56.28763,27.240772,9.0
2025-07-12,33.3,49426.7,0.0,0.0,64,1000.3,999.3,36.8,30.2,36,14.8,0.0,40504.97,152,56.28763,27.240772,9.0
2025-07-13,33.9,49382.83,0.0,0.0,62,1000.0,999.0,37.7,30.3,38,13.0,0.0,41185.47,125,56.28763,27.240772,9.0
2025-07-14,35.9,49337.19,0.0,0.0,52,997.6,996.6,40.9,31.3,45,17.1,0.0,31417.21,119,56.28763,27.240772,9.0
2025-07-15,37.9,49289.84,0.0,0.0,37,996.6,995.6,44.4,33.2,7,17.6,0.0,40721.68,113,56.28763,27.240772,9.0
2025-07-16,37.0,49240.85,0.0,0.0,45,996.9,995.9,43.5,32.3,6,16.4,0.0,40733.43,150,56.28763,27.240772,9.0
2025-07-17,35.8,49190.29,0.0,0.0,58,997.7,996.7,41.1,30.9,4,17.6,0.0,40987.26,146,56.28763,27.240772,9.0
2025-07-18,34.0,49138.21,0.0,0.0,69,999.0,998.0,36.5,30.7,3,15.9,0.0,41106.27,116,56.28763,27.240772,9.0
2025-07-19,33.9,49084.69,0.0,0.0,70,996.4,995.4,37.3,30.4,7,13.4,0.0,41039.23,143,56.28763,27.240772,9.0
2025-07-20,35.7,49029.78,0.0,0.0,62,994.0,993.0,39.8,31.1,24,17.6,0.0,41066.08,158,56.28763,27.240772,9.0
2025-07-21,34.2,48973.55,0.0,0.0,72,996.1,995.1,37.3,31.1,16,15.9,0.0,41042.91,120,56.28763,27.240772,9.0
2025-07-22,33.5,48916.05,0.0,0.0,70,997.0,996.0,36.4,30.9,70,13.5,0.0,40963.12,107,56.28763,27.240772,9.0
2025-07-23,33.7,48857.35,0.1,0.0,71,993.9,992.9,36.8,30.5,45,15.5,0.1,40787.29,141,56.28763,27.240772,9.0
2025-07-24,33.6,48797.52,0.0,0.0,71,992.9,991.9,37.8,30.5,3,14.5,0.0,41138.92,144,56.28763,27.240772,9.0
2025-07-25,33.3,48736.6,0.0,0.0,71,994.4,993.4,36.7,30.3,18,15.2,0.0,41044.95,137,56.28763,27.240772,9.0
2025-07-26,34.0,48674.56,0.0,0.0,63,996.0,995.0,37.8,30.0,7,15.2,0.0,41072.8,147,56.28763,27.240772,9.0
2025-07-27,35.9,48610.89,0.0,0.0,52,995.9,994.9,42.7,30.8,18,18.5,0.0,41091.31,163,56.28763,27.240772,9.0
2025-07-28,37.2,48545.55,0.0,0.0,46,996.2,995.2,44.5,31.6,16,19.3,0.0,40934.04,166,56.28763,27.240772,9.0
2025-07-29,38.2,48478.63,0.0,0.0,40,996.0,995.1,44.8,31.5,22,27.4,0.0,40943.2,209,56.28763,27.240772,9.0
2025-07-30,37.7,48410.22,0.0,0.0,48,994.6,993.6,43.6,32.8,42,20.9,0.0,35409.32,190,56.28763,27.240772,9.0
2025-07-31,38.2,48340.4,0.0,0.0,51,993.9,993.0,46.0,32.4,41,22.6,0.0,38861.79,175,56.28763,27.240772,9.0
2025-08-01,34.3,48269.25,0.0,0.0,67,997.7,996.7,37.1,31.6,6,14.5,0.0,40649.68,108,56.28763,27.240772,9.0
2025-08-02,33.3,48196.85,0.0,0.0,70,999.1,998.1,36.2,30.2,13,16.1,0.0,40775.91,149,56.28763,27.240772,9.0
2025-08-03,32.9,48123.27,0.0,0.0,73,999.8,998.8,35.7,29.9,27,14.0,0.0,40618.34,114,56.28763,27.240772,9.0
2025-08-04,32.7,48048.6,0.0,0.0,71,1001.5,1000.5,35.7,30.0,18,12.6,0.0,40303.3,116,56.28763,27.240772,9.0
2025-08-05,33.1,47972.92,0.0,0.0,72,1000.5,999.5,36.4,29.7,18,14.5,0.0,40623.5,138,56.28763,27.240772,9.0
2025-08-06,33.8,47896.28,0.0,0.0,71,999.9,998.9,36.8,30.7,6,16.2,0.0,40468.56,138,56.28763,27.240772,9.0
2025-08-07,33.3,47818.78,0.0,0.0,73,1001.1,1000.1,36.3,30.4,39,17.2,0.0,39306.93,125,56.28763,27.240772,9.0
2025-08-08,32.8,47740.47,0.0,0.0,71,1002.4,1001.4,35.9,30.1,8,16.0,0.0,40474.75,125,56.28763,27.240772,9.0
2025-08-09,33.2,47661.45,0.0,0.0,70,1003.7,1002.7,36.2,29.7,19,15.3,0.0,40633.02,142,56.28763,27.240772,9.0
2025-08-10,34.0,47581.76,0.0,0.0,68,1002.2,1001.2,37.0,30.3,52,16.7,0.0,38502.93,142,56.28763,27.240772,9.0
2025-08-11,34.8,47501.48,0.0,0.0,62,1001.8,1000.8,39.5,30.4,12,18.4,0.0,40483.54,169,56.28763,27.240772,9.0
2025-08-12,35.4,47420.69,0.0,0.0,60,1000.1,999.1,42.0,30.8,3,28.2,0.0,40486.31,205,56.28763,27.240772,9.0
2025-08-13,35.3,47339.44,0.0,0.0,64,997.9,996.9,40.6,31.1,4,22.0,0.0,40489.05,189,56.28763,27.240772,9.0
2025-08-14,36.5,47257.8,0.0,0.0,58,997.3,996.3,44.5,31.7,14,17.9,0.0,40491.69,167,56.28763,27.240772,9.0
2025-08-15,33.4,47175.73,0.0,0.0,64,999.4,998.4,36.1,30.8,9,15.7,0.0,40494.27,155,56.28763,27.240772,9.0
2025-08-16,33.1,47092.61,0.0,0.0,67,998.8,997.8,36.3,30.5,39,15.5,0.0,40196.13,149,56.28763,27.240772,9.0
2025-08-17,33.6,47008.41,0.0,0.0,68,998.1,997.1,37.1,30.2,12,17.0,0.0,40349.57,136,56.28763,27.240772,9.0
2025-08-18,33.3,46923.2,0.0,0.0,66,999.5,998.5,36.8,29.8,40,16.1,0.0,39600.0,125,56.28763,27.240772,9.0
2025-08-19,33.5,46837.07,0.0,0.0,66,999.1,998.1,36.9,29.7,8,17.7,0.0,40355.63,139,56.28763,27.240772,9.0
2025-08-20,33.3,46750.08,0.0,0.0,67,998.6,997.6,37.1,30.4,6,14.1,0.0,40358.57,119,56.28763,27.240772,9.0
2025-08-21,33.6,46662.3,0.0,0.0,63,1000.5,999.5,36.9,30.2,0,16.5,0.0,40508.26,134,56.28763,27.240772,9.0
2025-08-22,34.3,46573.81,0.0,0.0,67,999.0,998.0,39.0,30.3,11,26.3,0.0,39779.82,188,56.28763,27.240772,9.0
2025-08-23,33.9,46484.68,2.0,0.0,74,997.4,996.4,37.4,31.1,31,22.1,2.0,36866.37,200,56.28763,27.240772,9.0
2025-08-24,34.3,46394.98,0.0,0.0,74,997.9,996.9,38.2,30.7,25,19.3,0.0,40225.07,200,56.28763,27.240772,9.0
2025-08-25,34.0,46304.77,0.0,0.0,71,998.5,997.5,38.0,30.8,17,19.4,0.0,39520.13,181,56.28763,27.240772,9.0
2025-08-26,34.0,46214.12,0.0,0.0,66,999.9,998.9,38.6,30.0,3,16.3,0.0,40375.11,142,56.28763,27.240772,9.0
2025-08-27,33.2,46123.1,0.0,0.0,69,1000.7,999.7,36.5,29.4,13,12.8,0.0,40377.7,144,56.28763,27.240772,9.0
2025-08-28,32.8,46031.77,0.0,0.0,69,1001.3,1000.3,36.8,29.1,25,13.9,0.0,40380.27,126,56.28763,27.240772,9.0
