time,temperature_2m_mean (°C),daylight_duration (s),snowfall_sum (cm),relative_humidity_2m_mean (%),pressure_msl_mean (hPa),temperature_2m_max (°C),temperature_2m_min (°C),cloud_cover_mean (%),wind_speed_10m_max (km/h),precipitation_sum (mm),sunshine_duration (s),longitude,latitude,elevation,temp_range,sunshine_ratio,target_temp_next_day,month,day_of_week,day_of_year_sin,day_of_year_cos,wind_dir_sin,wind_dir_cos
2023-08-17,27.0,47780.98,0.0,8,1011.1,33.8,18.0,0,18.7,0.0,43218.07,54.368233,31.880491,1217.0,15.799999999999997,0.9045036330355718,28.0,8,3,-0.7176769136759615,-0.6963762255968726,-0.6560590289905074,0.7547095802227719
2023-08-18,28.0,47676.95,0.0,9,1009.8,34.3,21.2,0,23.3,0.0,42922.29,54.368233,31.880491,1217.0,13.099999999999998,0.900273402556162,29.2,8,4,-0.7295575540864876,-0.6839194216246105,-0.9205048534524405,0.3907311284892735
2023-08-19,29.2,47572.31,0.0,11,1008.3,35.3,20.6,1,21.0,0.0,42348.58,54.368233,31.880491,1217.0,14.699999999999996,0.890193896407385,30.7,8,5,-0.7412220108485957,-0.6712599575675315,-0.9945218953682734,-0.10452846326765336
2023-08-20,30.7,47467.15,0.0,11,1007.5,36.7,23.0,3,19.0,0.0,42213.09,54.368233,31.880491,1217.0,13.700000000000003,0.8893116608012066,30.8,8,6,-0.7526668275320083,-0.6584015846980489,0.8290375725550417,-0.5591929034707467
2023-08-21,30.8,47361.55,0.0,12,1007.8,37.3,22.9,5,19.8,0.0,41542.84,54.368233,31.880491,1217.0,14.399999999999999,0.8771427455393668,31.5,8,0,-0.7638886127905429,-0.64534811322955,0.9925461516413221,-0.12186934340514737
2023-08-22,31.5,47255.59,0.0,13,1008.8,38.2,22.8,0,23.6,0.0,41935.81,54.368233,31.880491,1217.0,15.400000000000002,0.8874253818437142,32.0,8,1,-0.7748840413670406,-0.6321034111873488,-0.4848096202463369,0.8746197071393959
2023-08-23,32.0,47149.34,0.0,14,1007.7,38.0,24.0,0,24.2,0.0,41665.57,54.368233,31.880491,1217.0,14.0,0.8836935999528308,32.5,8,2,-0.7856498550787144,-0.6186714032625032,0.3583679495453002,-0.9335804264972017
2023-08-24,32.5,47042.88,0.0,13,1005.1,38.8,24.2,1,23.2,0.0,41811.09,54.368233,31.880491,1217.0,14.599999999999998,0.8887867834622369,32.6,8,3,-0.7961828637826154,-0.6050560696488494,0.9455185755993168,-0.32556815445715664
2023-08-25,32.6,46936.3,0.0,12,1003.4,38.3,26.1,4,23.5,0.0,41548.2,54.368233,31.880491,1217.0,12.199999999999996,0.8852039892364757,33.1,8,4,-0.8064799463209447,-0.5912614448635782,0.8191520442889917,-0.5735764363510462
2023-08-26,33.1,46829.51,0.0,13,1000.9,41.4,24.9,0,37.6,0.0,41551.37,54.368233,31.880491,1217.0,16.5,0.8872903004964178,28.4,8,5,-0.8165380514459157,-0.5772916165517278,0.8746197071393957,0.4848096202463371
2023-08-27,28.4,46721.79,0.0,29,1006.6,34.5,22.6,3,40.3,0.0,41181.0,54.368233,31.880491,1217.0,11.899999999999999,0.8814088672544438,29.2,8,6,-0.8263541987239094,-0.5631507242749187,-0.9816271834476639,0.1908089953765451
2023-08-28,29.2,46613.05,0.0,22,1005.1,36.0,22.2,0,22.0,0.0,41050.0,54.368233,31.880491,1217.0,13.8,0.8806546664507042,31.7,8,0,-0.8359254794186365,-0.5488429582847199,-0.5150380749100545,0.8571673007021121
2023-08-29,31.7,46503.42,0.0,16,1000.6,39.1,22.3,1,28.6,0.0,41195.84,54.368233,31.880491,1217.0,16.8,0.8858668889298894,32.3,8,1,-0.8452490573530634,-0.5343725582809785,0.6293203910498374,0.7771459614569709
2023-08-30,32.3,46392.94,0.0,14,1003.7,38.6,26.1,20,25.8,0.0,40870.71,54.368233,31.880491,1217.0,12.5,0.8809683111266499,31.0,8,2,-0.8543221697498269,-0.5197438121555157,-0.6293203910498378,0.7771459614569706
2023-08-31,31.0,46281.71,0.0,17,1006.8,37.0,25.0,0,22.0,0.0,40868.91,54.368233,31.880491,1217.0,12.0,0.8830466722167354,30.5,8,3,-0.8631421280499115,-0.5049610547215202,-0.8090169943749476,0.5877852522924729
2023-09-01,30.5,46169.82,0.0,20,1007.6,36.5,24.3,6,23.4,0.0,40732.35,54.368233,31.880491,1217.0,12.2,0.8822289105740503,30.9,9,4,-0.8717063187093217,-0.4900286664290594,-0.9271838545667874,0.37460659341591196
2023-09-02,30.9,46057.34,0.0,17,1008.2,36.8,24.5,18,18.6,0.0,40063.98,54.368233,31.880491,1217.0,12.299999999999997,0.8698717728813693,31.5,9,5,-0.8800122039735356,-0.4749510720670502,-0.8191520442889918,0.573576436351046
2023-09-03,31.5,45944.33,0.0,16,1007.7,38.1,24.3,10,19.2,0.0,40597.62,54.368233,31.880491,1217.0,13.8,0.8836263364815636,32.1,9,6,-0.888057322629493,-0.4597327394521046,0.9396926207859083,0.3420201433256688
2023-09-04,32.1,45830.88,0.0,13,1007.9,37.4,25.0,1,19.8,0.0,40597.25,54.368233,31.880491,1217.0,12.399999999999999,0.8858055965759332,31.8,9,0,-0.8958392907349089,-0.4443781781046134,0.4694715627858907,-0.882947592858927
2023-09-05,31.8,45717.07,0.0,13,1008.3,38.2,24.8,11,21.3,0.0,40276.17,54.368233,31.880491,1217.0,13.400000000000002,0.8809875611013567,31.9,9,1,-0.9033558023246842,-0.4288919379124841,0.8910065241883679,-0.45399049973954675
2023-09-06,31.9,45602.97,0.0,13,1007.2,38.5,24.1,15,17.0,0.0,40595.93,54.368233,31.880491,1217.0,14.399999999999999,0.8902036424382008,32.1,9,2,-0.9106046300942162,-0.41327860778290443,0.984807753012208,-0.1736481776669303
2023-09-07,32.1,45488.65,0.0,13,1006.2,38.2,25.1,12,17.1,0.0,40467.14,54.368233,31.880491,1217.0,13.100000000000001,0.8896096059126837,32.8,9,3,-0.9175836260593934,-0.3975428142825566,0.9781476007338057,-0.20791169081775934
2023-09-08,32.8,45374.18,0.0,12,1005.1,39.2,25.1,14,25.2,0.0,40340.49,54.368233,31.880491,1217.0,14.100000000000001,0.8890626783778792,32.6,9,4,-0.9242907221930934,-0.3816892202666586,0.9335804264972017,-0.35836794954530027
2023-09-09,32.6,45259.64,0.0,11,1003.4,40.1,25.0,0,18.2,0.0,40466.9,54.368233,31.880491,1217.0,15.100000000000001,0.894105653513815,31.4,9,5,-0.9307239310379793,-0.3657225234972692,0.052335956242943835,0.9986295347545738
2023-09-10,31.4,45145.09,0.0,12,1002.9,38.2,24.1,0,20.2,0.0,40466.46,54.368233,31.880491,1217.0,14.100000000000001,0.8963645880426864,31.7,9,6,-0.9368813462954315,-0.34964745525122826,-0.798635510047293,0.6018150231520479
2023-09-11,31.7,45030.61,0.0,11,1004.2,39.2,25.0,0,21.3,0.0,40342.75,54.368233,31.880491,1217.0,14.200000000000003,0.8958961470875033,31.2,9,0,-0.9427611433904206,-0.33346877891818705,0.7193398003386512,0.6946583704589973
2023-09-12,31.2,44916.26,0.0,12,1005.8,38.6,23.0,0,20.6,0.0,40343.06,54.368233,31.880491,1217.0,15.600000000000001,0.8981838648186646,31.1,9,1,-0.9483615800121716,-0.31719128858910595,-0.7071067811865477,0.7071067811865474
2023-09-13,31.1,44802.12,0.0,13,1006.6,37.8,23.5,0,18.7,0.0,40222.64,54.368233,31.880491,1217.0,14.299999999999997,0.8977843012786001,31.4,9,2,-0.9536809966304455,-0.300819807635668,-0.6946583704589976,0.7193398003386509
2023-09-14,31.4,44688.24,0.0,12,1005.0,38.5,22.8,5,22.5,0.0,40223.77,54.368233,31.880491,1217.0,15.7,0.9000974305544367,31.0,9,3,-0.9587178169872964,-0.2843591872810036,0.7986355100472927,-0.6018150231520484
2023-09-15,31.0,44574.57,0.0,14,1005.3,37.5,23.8,1,30.1,0.0,40224.65,54.368233,31.880491,1217.0,13.7,0.9024125190663645,27.0,9,4,-0.9634705485641486,-0.26781430516217486,-0.7193398003386511,0.6946583704589973
2023-09-16,27.0,44460.34,0.0,22,1008.0,32.4,22.3,0,27.8,0.0,40108.71,54.368233,31.880491,1217.0,10.099999999999998,0.9021233305908143,26.8,9,5,-0.9679377830240642,-0.25119006388481957,-0.8746197071393956,0.4848096202463373
2023-09-17,26.8,44345.48,0.0,22,1007.7,32.8,20.9,0,20.9,0.0,39995.23,54.368233,31.880491,1217.0,11.899999999999999,0.9019009378182399,27.3,9,6,-0.9721181966290612,-0.23449138957041052,-0.7880107536067218,0.6156614753256585
2023-09-18,27.3,44230.08,0.0,20,1006.2,35.0,19.0,0,15.2,0.0,39998.08,54.368233,31.880491,1217.0,16.0,0.9043185090327669,26.3,9,0,-0.9760105506323682,-0.21772323039653224,-0.6156614753256582,0.788010753606722
2023-09-19,26.3,44114.2,0.0,18,1010.5,33.0,20.5,3,27.5,0.0,40000.69,54.368233,31.880491,1217.0,12.5,0.9067531543131238,24.8,9,1,-0.9796136916454901,-0.20089055513063528,-0.9135454576426011,0.40673664307579976
2023-09-20,24.8,43997.92,0.0,24,1014.3,30.8,18.6,0,24.0,0.0,39835.48,54.368233,31.880491,1217.0,12.2,0.9053946186547002,25.5,9,2,-0.9829265519799822,-0.18399835165767986,-0.8746197071393956,0.4848096202463373
2023-09-21,25.5,43881.31,0.0,20,1013.5,31.8,18.3,0,22.7,0.0,39759.04,54.368233,31.880491,1217.0,13.5,0.906058638632256,25.2,9,3,-0.9859481499638303,-0.1670516255021195,-0.8571673007021123,0.5150380749100542
2023-09-22,25.2,43764.45,0.0,18,1015.1,31.9,18.8,0,18.1,0.0,39574.09,54.368233,31.880491,1217.0,13.099999999999998,0.9042519670645923,24.5,9,4,-0.9886775902323404,-0.15005539834465262,-0.898794046299167,0.4383711467890774
2023-09-23,24.5,43647.41,0.0,17,1016.1,31.3,17.5,0,16.0,0.0,39498.25,54.368233,31.880491,1217.0,13.8,0.9049391475920334,23.6,9,5,-0.9911140639934546,-0.13301470653419636,-0.9612616959383188,0.2756373558169994
2023-09-24,23.6,43530.26,0.0,17,1015.2,29.6,17.0,0,19.1,0.0,39422.1,54.368233,31.880491,1217.0,12.600000000000001,0.9056251903848035,23.1,9,6,-0.9932568492674143,-0.11593459959550066,-0.8191520442889918,0.573576436351046
2023-09-25,23.1,43413.08,0.0,16,1013.2,30.0,16.1,0,15.7,0.0,39345.75,54.368233,31.880491,1217.0,13.899999999999999,0.9063109551314948,23.9,9,0,-0.9951053111006974,-0.09882013873287211,-0.7431448254773946,0.6691306063588578
2023-09-26,23.9,43295.93,0.0,14,1012.1,31.6,15.2,2,17.1,0.0,39167.65,54.368233,31.880491,1217.0,16.400000000000002,0.9046496980201142,22.9,9,1,-0.99665890175417,-0.08167639533042288,0.8746197071393959,-0.484809620246337
2023-09-27,22.9,43178.89,0.0,17,1015.2,29.2,17.5,5,26.8,0.0,38992.91,54.368233,31.880491,1217.0,11.7,0.9030549418940599,21.6,9,2,-0.9979171608653922,-0.06450844944931625,-0.9271838545667874,0.37460659341591196
2023-09-28,21.6,43062.04,0.0,28,1017.0,27.8,15.5,0,26.4,0.0,38919.88,54.368233,31.880491,1217.0,12.3,0.9038094804612136,21.5,9,3,-0.9988797155850335,-0.04732138832243232,-0.8386705679454243,0.5446390350150266
2023-09-29,21.5,42945.44,0.0,24,1016.3,27.6,15.4,0,17.7,0.0,38847.07,54.368233,31.880491,1217.0,12.200000000000001,0.9045679820721362,22.3,9,4,-0.9995462806873573,-0.03012030484690836,-0.6293203910498378,0.7771459614569706
2023-09-30,22.3,42829.17,0.0,23,1013.8,29.0,15.1,0,13.8,0.0,38774.54,54.368233,31.880491,1217.0,13.9,0.9053301756723281,24.2,9,5,-0.9999166586547379,-0.012910296075008843,0.9876883405951378,-0.1564344650402308
2023-10-01,24.2,42713.3,0.0,19,1009.8,31.6,16.1,1,17.3,0.0,38702.39,54.368233,31.880491,1217.0,15.5,0.9060969299960433,25.6,10,6,-0.9999907397361901,0.004303538296243821,0.9510565162951536,-0.30901699437494734
2023-10-02,25.6,42597.91,0.0,16,1010.6,32.5,18.5,8,23.5,0.0,38586.97,54.368233,31.880491,1217.0,14.0,0.9058418593776079,27.3,10,0,-0.9997685019798909,0.021516097436222233,-0.8746197071393956,0.4848096202463373
2023-10-03,27.3,42483.06,0.0,19,1012.6,34.7,20.4,7,30.3,0.0,37047.39,54.368233,31.880491,1217.0,14.300000000000004,0.8720508833403244,26.8,10,1,-0.9992500112396835,0.03872228089217399,-0.891006524188368,0.45399049973954664
2023-10-04,26.8,42368.84,0.0,25,1014.6,34.0,19.8,8,21.4,0.0,37142.57,54.368233,31.880491,1217.0,14.2,0.8766482632047515,25.8,10,2,-0.9984354211555643,0.05591699010060302,-0.891006524188368,0.45399049973954664
2023-10-05,25.8,42255.17,0.0,28,1014.1,35.6,18.3,7,41.4,0.0,37964.69,54.368233,31.880491,1217.0,17.3,0.8984626023277152,20.9,10,3,-0.9973249731081555,0.07309512989807776,-0.9335804264972017,0.3583679495453004
2023-10-06,20.9,42141.23,0.0,29,1017.2,26.9,16.0,0,22.2,0.0,37817.81,54.368233,31.880491,1217.0,10.899999999999999,0.8974064117255238,21.7,10,4,-0.9959189961471792,0.0902516100310407,-0.7193398003386511,0.6946583704589973
2023-10-07,21.7,42026.94,0.0,24,1015.5,29.2,14.1,0,13.8,0.0,37805.97,54.368233,31.880491,1217.0,15.1,0.8995651360770021,23.4,10,5,-0.994217906893952,0.10738134666416306,-0.6819983600624983,0.7313537016191707
2023-10-08,23.4,41912.39,0.0,19,1014.8,30.7,14.6,1,13.9,0.0,37532.51,54.368233,31.880491,1217.0,16.1,0.8954991590792126,24.8,10,6,-0.9922222094179324,0.12447926388678869,0.9945218953682733,-0.10452846326765355
2023-10-09,24.8,41797.66,0.0,17,1012.8,32.8,16.2,5,15.3,0.0,37394.41,54.368233,31.880491,1217.0,16.599999999999998,0.894653193504134,25.0,10,0,-0.989932495087353,0.141540295217043,0.7431448254773942,-0.6691306063588582
2023-10-10,25.0,41682.82,0.0,17,1014.1,32.5,17.9,0,12.5,0.0,37134.54,54.368233,31.880491,1217.0,14.600000000000001,0.8908835822528323,25.8,10,1,-0.9873494423939864,0.15855938510313475,-0.898794046299167,0.4383711467890774
2023-10-11,25.8,41567.98,0.0,17,1014.2,33.4,17.5,2,22.9,0.0,36883.28,54.368233,31.880491,1217.0,15.899999999999999,0.8873002729504776,24.7,10,2,-0.9844738167520923,0.17553149042142777,-0.6293203910498378,0.7771459614569706
2023-10-12,24.7,41453.21,0.0,28,1017.6,33.5,16.3,20,33.9,0.0,36401.53,54.368233,31.880491,1217.0,17.2,0.8781353723873253,20.8,10,3,-0.9813064702716093,0.19245158197082995,-0.798635510047293,0.6018150231520479
2023-10-13,20.8,41338.6,0.0,38,1019.5,27.5,13.8,16,16.9,0.0,36525.46,54.368233,31.880491,1217.0,13.7,0.8835679002191656,24.0,10,4,-0.9778483415056567,0.20931464596304888,-0.6819983600624983,0.7313537016191707
2023-10-14,24.0,41224.23,0.0,27,1014.6,31.0,16.3,31,31.4,0.0,36000.0,54.368233,31.880491,1217.0,14.7,0.8732728300807558,20.9,10,5,-0.9741004551724206,0.22611568550828803,-0.8090169943749476,0.5877852522924729
2023-10-15,20.9,41110.18,0.0,29,1015.4,27.0,15.8,0,19.5,0.0,36529.87,54.368233,31.880491,1217.0,11.2,0.8885845306442346,22.9,10,6,-0.970063921851507,0.2428497220959358,-0.7660444431189781,0.6427876096865393
2023-10-16,22.9,40996.55,0.0,22,1010.8,30.2,13.9,11,17.4,0.0,36313.54,54.368233,31.880491,1217.0,16.299999999999997,0.8857706319190273,22.8,10,0,-0.965739937654855,0.25951179706979943,0.6819983600624985,-0.7313537016191705
2023-10-17,22.8,40883.43,0.0,22,1010.5,30.3,16.5,18,34.9,0.0,36000.0,54.368233,31.880491,1217.0,13.8,0.8805523411318473,20.4,10,1,-0.9611297838723007,0.27609697309746883,-0.9902680687415704,0.13917310096006547
2023-10-18,20.4,40770.9,0.0,26,1015.6,26.9,15.7,0,17.5,0.0,36322.14,54.368233,31.880491,1217.0,11.2,0.8908839392802219,19.4,10,2,-0.9562348265919058,0.2926003356333479,-0.9396926207859083,0.342020143325669
2023-10-19,19.4,40659.06,0.0,32,1017.0,27.1,14.2,34,34.6,0.8,25067.63,54.368233,31.880491,1217.0,12.900000000000002,0.6165324530375272,21.7,10,3,-0.9510565162951536,0.30901699437494723,0.5299192642332049,-0.848048096156426
2023-10-20,21.7,40548.0,0.0,29,1016.7,28.2,14.6,12,14.7,0.0,36000.0,54.368233,31.880491,1217.0,13.6,0.8878366380585972,21.5,10,4,-0.9455963874271428,0.3253420847119795,0.5446390350150273,-0.8386705679454239
2023-10-21,21.5,40437.81,0.0,28,1016.0,28.0,14.8,36,20.8,0.0,35766.71,54.368233,31.880491,1217.0,13.2,0.8844868206265374,21.8,10,5,-0.9398560579418953,0.341570769167856,0.5150380749100544,-0.8571673007021122
2023-10-22,21.8,40328.6,0.0,19,1017.3,27.5,16.4,32,16.8,0.0,36058.31,54.368233,31.880491,1217.0,11.100000000000001,0.8941126148688524,20.1,10,6,-0.9338372288229252,0.35769823883312546,-0.6946583704589976,0.7193398003386509
2023-10-23,20.1,40220.45,0.0,25,1018.5,26.8,13.2,8,14.8,0.0,36000.0,54.368233,31.880491,1217.0,13.600000000000001,0.895067061656446,21.6,10,0,-0.9275416835791965,0.3737197147904692,0.01745240643728351,0.9998476951563913
2023-10-24,21.6,40113.46,0.0,22,1013.3,29.4,13.2,15,22.6,0.0,36000.0,54.368233,31.880491,1217.0,16.2,0.897454370677573,21.5,10,1,-0.9209712877166347,0.38963044953078774,0.90630778703665,-0.42261826174069933
2023-10-25,21.5,40007.57,0.0,29,1015.7,27.5,16.1,57,28.8,0.0,32400.0,54.368233,31.880491,1217.0,11.399999999999999,0.8098467365051164,19.5,10,2,-0.9141279881853337,0.4054257283599973,-0.7431448254773946,0.6691306063588578
2023-10-26,19.5,39901.88,0.0,40,1018.1,23.5,14.6,58,18.6,0.0,30896.04,54.368233,31.880491,1217.0,8.9,0.7743003587800876,19.9,10,3,-0.9070138128026362,0.42110087079608916,-0.8090169943749476,0.5877852522924729
2023-10-27,19.9,39796.29,0.0,35,1016.3,25.6,13.1,0,14.9,0.0,36000.0,54.368233,31.880491,1217.0,12.500000000000002,0.9046069369782962,20.6,10,4,-0.8996308696522434,0.4366512319560638,0.24192189559966773,0.9702957262759965
2023-10-28,20.6,39690.92,0.0,30,1014.9,27.5,13.2,3,13.1,0.0,36000.0,54.368233,31.880491,1217.0,14.3,0.9070084543265815,21.1,10,5,-0.8919813464595487,0.45207220393230374,0.984807753012208,-0.1736481776669303
2023-10-29,21.1,39585.86,0.0,26,1015.9,28.1,14.1,10,14.8,0.0,35954.34,54.368233,31.880491,1217.0,14.000000000000002,0.9082621926112,21.5,10,6,-0.8840675099433637,0.46735921715800205,0.766044443118978,0.6427876096865394
2023-10-30,21.5,39481.21,0.0,23,1017.3,28.0,14.1,73,15.1,0.0,35902.44,54.368233,31.880491,1217.0,13.9,0.9093551084173966,19.1,10,0,-0.8758917051442433,0.48250774176121763,-0.40673664307580015,0.913545457642601
2023-10-31,19.1,39377.08,0.0,34,1021.5,24.4,13.9,51,25.4,0.0,35850.05,54.368233,31.880491,1217.0,10.499999999999998,0.9104293665248921,16.1,10,1,-0.8674563547295971,0.4975132889071803,-0.9135454576426011,0.40673664307579976
2023-11-01,16.1,39273.56,0.0,48,1022.7,20.4,12.6,60,21.7,0.5,24339.79,54.368233,31.880491,1217.0,7.799999999999999,0.6197500303002835,19.1,11,2,-0.858763958275803,0.5123714121284235,-0.6427876096865396,0.7660444431189778
2023-11-02,19.1,39170.77,0.0,44,1018.0,26.0,11.1,59,21.9,0.0,35743.97,54.368233,31.880491,1217.0,14.9,0.9125163993457367,15.2,11,3,-0.8498170915275277,0.5270777086423724,0.5150380749100544,-0.8571673007021122
2023-11-03,15.2,39068.79,0.0,63,1017.2,19.7,11.6,45,20.3,1.9,23612.95,54.368233,31.880491,1217.0,8.1,0.6043941980286567,15.7,11,4,-0.8406184056344783,0.5416278206559811,-0.9876883405951377,-0.15643446504023104
2023-11-04,15.7,38967.76,0.0,66,1014.7,22.8,10.6,26,23.2,1.8,35636.39,54.368233,31.880491,1217.0,12.200000000000001,0.9145095843333052,12.9,11,5,-0.8311706263658079,0.5560174366570446,0.766044443118978,-0.6427876096865394
2023-11-05,12.9,38867.77,0.0,78,1017.5,17.4,9.5,36,12.5,4.7,34714.99,54.368233,31.880491,1217.0,7.899999999999999,0.8931562062860823,13.9,11,6,-0.8214765533024145,0.5702422926917867,-0.8480480961564261,0.5299192642332047
2023-11-06,13.9,38768.94,0.0,66,1016.9,19.8,9.1,21,14.0,0.0,35527.67,54.368233,31.880491,1217.0,10.700000000000001,0.9163951864559619,15.7,11,0,-0.8115390590073611,0.5842981736283683,0.8571673007021123,-0.5150380749100543
2023-11-07,15.7,38671.38,0.0,51,1015.6,22.1,9.2,6,14.0,0.0,35472.99,54.368233,31.880491,1217.0,12.900000000000002,0.9172930989274238,15.3,11,1,-0.801361088174677,0.5981809144059158,0.9993908270190958,0.03489949670250108
2023-11-08,15.3,38575.21,0.0,43,1020.4,20.6,11.0,0,17.2,0.0,35418.15,54.368233,31.880491,1217.0,9.600000000000001,0.9181583198121281,14.5,11,2,-0.7909456567567774,0.6118864012687242,-0.8571673007021123,0.5150380749100542
2023-11-09,14.5,38480.54,0.0,45,1022.0,21.0,8.4,0,15.0,0.0,35363.2,54.368233,31.880491,1217.0,12.6,0.918989182584236,16.4,11,3,-0.780295851070776,0.6254105729852457,0.8480480961564261,-0.5299192642332048
2023-11-10,16.4,38387.49,0.0,35,1020.3,25.0,8.4,5,16.1,0.0,35308.2,54.368233,31.880491,1217.0,16.6,0.9197840233888697,16.8,11,4,-0.7694148268839381,0.6387494220515268,0.8290375725550417,-0.5591929034707467
2023-11-11,16.8,38296.2,0.0,32,1022.9,24.0,8.9,23,15.0,0.0,35253.18,54.368233,31.880491,1217.0,15.1,0.9205398969088318,16.5,11,5,-0.7583058084785625,0.6518989958787125,0.01745240643728351,0.9998476951563913
2023-11-12,16.5,38206.77,0.0,30,1022.9,23.9,8.1,9,13.9,0.0,35171.87,54.368233,31.880491,1217.0,15.799999999999999,0.9205664336451369,16.9,11,6,-0.7469720876965551,0.6648553979642866,0.8480480961564261,-0.5299192642332048
2023-11-13,16.9,38119.33,0.0,29,1020.7,24.5,8.3,94,13.0,0.0,28831.01,54.368233,31.880491,1217.0,16.2,0.756335696351431,16.9,11,0,-0.7354170229639858,0.6776147890466887,0.838670567945424,-0.5446390350150271
2023-11-14,16.9,38033.85,0.0,27,1017.0,24.2,10.6,52,14.1,0.0,31954.9,54.368233,31.880491,1217.0,13.6,0.8401700064547766,17.2,11,1,-0.7236440382959124,0.690173388242972,0.5299192642332049,-0.848048096156426
2023-11-15,17.2,37949.43,0.0,20,1014.4,25.5,7.3,49,15.6,0.0,34894.09,54.368233,31.880491,1217.0,18.2,0.9194891728281557,16.0,11,2,-0.711656622281775,0.7025274741691566,0.7193398003386511,-0.6946583704589974
2023-11-16,16.0,37866.02,0.0,40,1014.6,20.9,11.4,70,15.3,0.0,23533.75,54.368233,31.880491,1217.0,9.499999999999998,0.6215004904133047,15.1,11,3,-0.6994583270516471,0.7146733860429608,0.6819983600624985,-0.7313537016191705
2023-11-17,15.1,37783.71,0.0,58,1015.1,20.6,10.3,31,13.5,2.0,28593.09,54.368233,31.880491,1217.0,10.3,0.7567570786457973,15.0,11,4,-0.6870527672236675,0.7266075247685652,0.6946583704589971,-0.7193398003386513
2023-11-18,15.0,37702.6,0.0,42,1016.9,22.2,8.6,0,15.2,0.0,34626.95,54.368233,31.880491,1217.0,13.6,0.9184233978558507,15.7,11,5,-0.6744436188329457,0.7383263540031063,0.7986355100472927,-0.6018150231520484
2023-11-19,15.7,37622.79,0.0,33,1014.6,23.9,7.7,32,19.0,0.0,34540.33,54.368233,31.880491,1217.0,16.2,0.9180693404184007,18.0,11,6,-0.661634618242279,0.749826401204568,0.8090169943749475,-0.587785252292473
2023-11-20,18.0,37544.39,0.0,39,1008.4,23.0,11.4,70,46.4,0.0,19104.85,54.368233,31.880491,1217.0,11.6,0.5088603117536334,16.9,11,0,-0.6486295610349818,0.7611042586607742,0.6946583704589971,-0.7193398003386513
2023-11-21,16.9,37467.49,0.0,38,1011.0,22.5,12.0,1,21.6,0.0,34371.44,54.368233,31.880491,1217.0,10.5,0.9173670293900126,11.3,11,1,-0.6354323008901775,0.7721565844991641,0.9335804264972017,0.3583679495453004
2023-11-22,11.3,37392.21,0.0,35,1022.8,16.7,5.5,0,16.5,0.0,34289.4,54.368233,31.880491,1217.0,11.2,0.9170198819486733,11.9,11,2,-0.622046748440868,0.7829801036770624,-0.9876883405951378,0.15643446504023067
2023-11-23,11.9,37318.65,0.0,26,1017.6,18.8,2.8,84,16.2,0.0,28877.45,54.368233,31.880491,1217.0,16.0,0.7738074662400704,11.3,11,3,-0.6084768701151264,0.7935716089521472,0.6018150231520482,-0.7986355100472929
2023-11-24,11.3,37246.93,0.0,33,1013.6,18.2,6.6,48,30.3,1.9,27130.07,54.368233,31.880491,1217.0,11.6,0.72838405742433,12.1,11,4,-0.594726686960764,0.8039279618328208,-0.8571673007021123,0.5150380749100542
2023-11-25,12.1,37177.14,0.0,29,1016.7,19.5,5.2,23,19.2,0.0,34054.39,54.368233,31.880491,1217.0,14.3,0.9160034903168991,14.3,11,5,-0.5808002734538013,0.8140460935082175,0.8191520442889917,-0.5735764363510462
2023-11-26,14.3,37109.41,0.0,23,1013.7,23.1,6.8,42,23.0,0.0,30622.72,54.368233,31.880491,1217.0,16.3,0.8252009395999559,15.0,11,6,-0.5667017562911184,0.8239230057575536,0.6560590289905073,-0.754709580222772
2023-11-27,15.0,37043.85,0.0,25,1012.2,22.4,7.9,0,18.2,0.0,33845.67,54.368233,31.880491,1217.0,14.499999999999998,0.9136650213193283,15.1,11,0,-0.5524353131676203,0.8335557718385695,0.8480480961564261,-0.5299192642332048
2023-11-28,15.1,36980.56,0.0,32,1012.9,22.6,8.4,0,20.4,0.0,33684.35,54.368233,31.880491,1217.0,14.200000000000001,0.9108664119742914,12.0,11,1,-0.5380051715382992,0.8429415373547832,0.15643446504023098,-0.9876883405951377
2023-11-29,12.0,36919.66,0.0,45,1019.4,17.5,6.8,17,14.3,0.0,33401.55,54.368233,31.880491,1217.0,10.7,0.9047090357820197,12.2,11,2,-0.5234156073655503,0.8520775211013093,-0.8571673007021123,0.5150380749100542
2023-11-30,12.2,36861.28,0.0,37,1019.6,18.9,4.7,3,10.7,0.0,33376.7,54.368233,31.880491,1217.0,14.2,0.9054677428456093,12.6,11,3,-0.5086709438521042,0.8609610158889945,0.788010753606722,-0.6156614753256583
2023-12-01,12.6,36805.5,0.0,30,1019.3,21.1,5.6,3,13.6,0.0,33230.66,54.368233,31.880491,1217.0,15.500000000000002,0.9028721250900003,11.6,12,4,-0.49377555015997737,0.8695893893466109,0.15643446504023087,0.9876883405951378
2023-12-02,11.6,36752.47,0.0,34,1021.6,17.5,6.1,0,12.1,0.0,33090.01,54.368233,31.880491,1217.0,11.4,0.900347922194073,12.2,12,5,-0.4787338401157883,0.8779600847008883,-0.2588190451025207,0.9659258262890683
2023-12-03,12.2,36702.29,0.0,30,1022.4,20.6,4.9,0,13.6,0.0,33072.74,54.368233,31.880491,1217.0,15.700000000000001,0.9011083504598758,12.3,12,6,-0.4635502709028512,0.8860706215341378,0.7986355100472927,-0.6018150231520484
