time,temperature_2m_mean (°C),daylight_duration (s),snowfall_sum (cm),relative_humidity_2m_mean (%),pressure_msl_mean (hPa),temperature_2m_max (°C),temperature_2m_min (°C),cloud_cover_mean (%),wind_speed_10m_max (km/h),precipitation_sum (mm),sunshine_duration (s),longitude,latitude,elevation,temp_range,sunshine_ratio,target_temp_next_day,month,day_of_week,day_of_year_sin,day_of_year_cos,wind_dir_sin,wind_dir_cos
2025-02-19,10.0,40318.24,0.0,27,1017.8,15.8,3.8,7,17.4,0.0,36975.91,54.368233,31.880491,1217.0,12.0,0.9171012921198942,11.2,2,2,0.7583058084785624,0.6518989958787126,0.8290375725550417,-0.5591929034707467
2025-02-20,11.2,40429.34,0.0,28,1010.2,18.4,5.1,48,17.2,0.0,31922.8,54.368233,31.880491,1217.0,13.299999999999999,0.789594883319886,13.5,2,3,0.7694148268839378,0.6387494220515272,0.45399049973954686,-0.8910065241883678
2025-02-21,13.5,40541.39,0.0,37,1010.9,20.5,7.1,1,16.3,0.0,37367.74,54.368233,31.880491,1217.0,13.4,0.9217182735964405,14.5,2,4,0.7802958510707755,0.6254105729852463,0.8571673007021123,-0.5150380749100543
2025-02-22,14.5,40654.29,0.0,25,1011.0,22.1,6.8,0,17.6,0.0,37736.25,54.368233,31.880491,1217.0,15.3,0.9282230731369309,15.0,2,5,0.7909456567567772,0.6118864012687243,0.8660254037844387,-0.4999999999999998
2025-02-23,15.0,40767.94,0.0,34,1009.2,21.1,8.5,19,26.6,0.0,37769.08,54.368233,31.880491,1217.0,12.600000000000001,0.926440727689454,12.5,2,6,0.8013610881746766,0.5981809144059165,-0.13917310096006552,-0.9902680687415703
2025-02-24,12.5,40882.25,0.0,26,1009.1,18.8,5.2,30,28.2,0.0,37130.26,54.368233,31.880491,1217.0,13.600000000000001,0.9082244739465172,1.8,2,0,0.8115390590073611,0.5842981736283684,-0.7880107536067221,-0.6156614753256581
2025-02-25,1.8,40997.11,0.0,23,1020.1,6.3,-3.2,1,26.5,0.0,38092.67,54.368233,31.880491,1217.0,9.5,0.9291550062919068,3.7,2,1,0.8214765533024142,0.5702422926917871,-0.898794046299167,0.4383711467890774
2025-02-26,3.7,41112.44,0.0,12,1018.8,12.1,-4.8,60,17.5,0.0,36945.29,54.368233,31.880491,1217.0,16.9,0.8986401682799658,6.1,2,2,0.8311706263658079,0.5560174366570446,-0.9998476951563913,0.01745240643728313
2025-02-27,6.1,41228.13,0.0,13,1016.6,13.6,-1.6,1,24.0,0.0,38332.1,54.368233,31.880491,1217.0,15.2,0.9297559700136776,5.6,2,3,0.8406184056344782,0.5416278206559814,-0.9975640502598243,0.06975647374412522
2025-02-28,5.6,41344.11,0.0,19,1017.1,12.8,-0.3,0,20.0,0.0,38452.07,54.368233,31.880491,1217.0,13.100000000000001,0.9300495282157483,6.8,2,4,0.8498170915275278,0.5270777086423722,-0.992546151641322,0.12186934340514768
2025-03-01,6.8,41460.27,0.0,17,1013.0,14.8,-1.5,16,20.4,0.0,38572.07,54.368233,31.880491,1217.0,16.3,0.9303381285264183,5.8,3,5,0.8587639582758029,0.5123714121284237,-0.9135454576426011,0.40673664307579976
2025-03-02,5.8,41576.53,0.0,27,1018.0,10.5,1.1,10,24.2,0.0,38692.02,54.368233,31.880491,1217.0,9.4,0.9306216752576513,6.8,3,6,0.8674563547295969,0.49751328890718066,-0.8386705679454243,0.5446390350150266
2025-03-03,6.8,41692.79,0.0,24,1022.4,13.4,-1.0,11,21.8,0.0,38811.82,54.368233,31.880491,1217.0,14.4,0.9309000429090977,10.0,3,0,0.8758917051442429,0.48250774176121847,0.7547095802227721,-0.6560590289905072
2025-03-04,10.0,41808.97,0.0,19,1019.4,16.2,0.9,83,16.4,0.0,32381.44,54.368233,31.880491,1217.0,15.299999999999999,0.7745093935583679,12.2,3,1,0.8840675099433636,0.4673592171580022,-0.9612616959383188,0.2756373558169994
2025-03-05,12.2,41924.98,0.0,36,1019.0,18.0,7.8,67,16.1,0.1,32372.47,54.368233,31.880491,1217.0,10.2,0.7721523063338372,12.9,3,2,0.8919813464595485,0.45207220393230435,-0.9998476951563913,-0.017452406437283498
2025-03-06,12.9,42040.74,0.0,52,1019.1,18.4,7.4,99,12.0,0.2,11105.12,54.368233,31.880491,1217.0,10.999999999999998,0.2641513921971878,13.4,3,3,0.8996308696522433,0.43665123195606403,-0.754709580222772,-0.6560590289905073
2025-03-07,13.4,42156.16,0.0,60,1020.4,18.1,8.9,100,16.7,0.8,7765.67,54.368233,31.880491,1217.0,9.200000000000001,0.18421198705005387,13.2,3,4,0.9070138128026359,0.4211008707960896,0.4383711467890773,-0.898794046299167
2025-03-08,13.2,42271.3,0.0,78,1012.9,18.7,9.2,99,28.2,4.9,6137.15,54.368233,31.880491,1217.0,9.5,0.14518479441133816,13.3,3,5,0.9141279881853337,0.40542572835999735,0.6946583704589971,-0.7193398003386513
2025-03-09,13.3,42387.04,0.0,73,1012.0,18.6,9.1,17,17.6,0.0,39368.54,54.368233,31.880491,1217.0,9.500000000000002,0.9287871953314032,15.1,3,6,0.9209712877166346,0.38963044953078796,-0.9612616959383188,0.2756373558169994
2025-03-10,15.1,42503.47,0.0,50,1014.6,22.5,7.2,27,14.5,0.0,34389.68,54.368233,31.880491,1217.0,15.3,0.809102880306008,14.5,3,0,0.9275416835791966,0.37371971479046906,-0.9396926207859083,0.342020143325669
2025-03-11,14.5,42620.5,0.0,53,1017.5,20.6,9.2,25,19.5,1.4,39517.2,54.368233,31.880491,1217.0,11.400000000000002,0.927187620980514,13.8,3,1,0.9338372288229252,0.35769823883312546,-0.9961946980917455,0.08715574274765789
2025-03-12,13.8,42738.06,0.0,52,1018.5,19.2,8.8,16,22.2,0.4,39592.73,54.368233,31.880491,1217.0,10.399999999999999,0.926404474138508,12.9,3,2,0.9398560579418954,0.3415707691678556,-0.9271838545667874,0.37460659341591196
2025-03-13,12.9,42856.06,0.0,53,1020.2,18.2,8.1,16,16.8,0.3,39600.0,54.368233,31.880491,1217.0,10.1,0.9240233469899006,14.1,3,3,0.9455963874271426,0.3253420847119801,-0.5735764363510465,0.8191520442889916
2025-03-14,14.1,42974.42,0.0,33,1020.2,19.8,7.8,0,22.5,0.0,39600.0,54.368233,31.880491,1217.0,12.0,0.9214784050604988,14.7,3,4,0.9510565162951535,0.30901699437494745,-0.8746197071393956,0.4848096202463373
2025-03-15,14.7,43093.07,0.0,21,1020.7,21.5,7.4,4,11.1,0.0,39600.0,54.368233,31.880491,1217.0,14.1,0.9189412590005771,16.2,3,5,0.9562348265919056,0.29260033563334836,-0.5877852522924734,0.8090169943749473
2025-03-16,16.2,43211.93,0.0,12,1019.3,23.2,8.4,68,15.0,0.0,39600.0,54.368233,31.880491,1217.0,14.799999999999999,0.9164135922649139,17.0,3,6,0.9611297838723007,0.27609697309746883,0.9510565162951536,-0.30901699437494734
2025-03-17,17.0,43330.92,0.0,10,1014.5,24.5,9.1,44,11.2,0.0,39600.0,54.368233,31.880491,1217.0,15.4,0.9138970508819106,18.0,3,0,0.9657399376548549,0.2595117970697999,0.8910065241883679,-0.45399049973954675
2025-03-18,18.0,43449.96,0.0,10,1011.9,25.6,9.4,0,14.7,0.0,39600.0,54.368233,31.880491,1217.0,16.200000000000003,0.9113932440904434,19.3,3,1,0.9700639218515071,0.2428497220959356,0.8987940462991669,-0.4383711467890775
2025-03-19,19.3,43568.98,0.0,13,1013.0,26.5,11.4,3,11.9,0.0,39600.0,54.368233,31.880491,1217.0,15.1,0.9089035364151283,22.1,3,2,0.9741004551724205,0.22611568550828828,0.9993908270190958,0.03489949670250108
2025-03-20,22.1,43687.9,0.0,16,1013.6,30.8,12.2,47,21.0,0.0,37344.88,54.368233,31.880491,1217.0,18.6,0.8548105997312756,19.5,3,3,0.9778483415056568,0.20931464596304847,0.777145961456971,-0.6293203910498373
2025-03-21,19.5,43806.64,0.0,29,1014.4,25.9,15.7,94,12.9,0.2,4174.18,54.368233,31.880491,1217.0,10.2,0.09528646798750144,19.4,3,4,0.9813064702716093,0.19245158197082998,0.6560590289905073,-0.754709580222772
2025-03-22,19.4,43925.12,0.0,37,1012.2,25.3,14.6,86,18.8,0.6,17163.31,54.368233,31.880491,1217.0,10.700000000000001,0.39074019604272,15.9,3,5,0.9844738167520922,0.1755314904214282,0.8829475928589269,-0.4694715627858909
2025-03-23,15.9,44043.27,0.0,63,1013.8,22.3,9.9,30,18.8,0.0,38711.15,54.368233,31.880491,1217.0,12.4,0.8789345114474926,12.6,3,6,0.9873494423939864,0.15855938510313475,-0.9612616959383188,0.2756373558169994
2025-03-24,12.6,44161.0,0.0,53,1016.1,18.5,6.1,32,32.1,0.5,33997.56,54.368233,31.880491,1217.0,12.4,0.7698548493014198,8.4,3,0,0.989932495087353,0.141540295217043,-0.8386705679454243,0.5446390350150266
2025-03-25,8.4,44278.23,0.0,50,1020.6,13.0,4.1,20,28.7,1.6,39600.0,54.368233,31.880491,1217.0,8.9,0.8943446926401529,9.3,3,1,0.9922222094179323,0.12447926388678915,-0.7313537016191703,0.6819983600624986
2025-03-26,9.3,44394.9,0.0,36,1018.1,15.7,3.9,5,27.3,0.0,39600.0,54.368233,31.880491,1217.0,11.799999999999999,0.8919943507024455,13.0,3,2,0.994217906893952,0.10738134666416309,-0.6156614753256582,0.788010753606722
2025-03-27,13.0,44510.92,0.0,23,1017.1,19.9,3.8,0,15.7,0.0,39600.0,54.368233,31.880491,1217.0,16.099999999999998,0.8896693215956893,16.8,3,3,0.995918996147179,0.09025161003104117,0.8910065241883679,-0.45399049973954675
2025-03-28,16.8,44626.34,0.0,16,1014.2,24.8,7.4,11,13.5,0.0,39600.0,54.368233,31.880491,1217.0,17.4,0.8873683120775758,19.1,3,4,0.9973249731081555,0.07309512989807777,0.8660254037844387,-0.4999999999999998
2025-03-29,19.1,44741.99,0.0,15,1013.1,26.2,10.4,10,12.3,0.0,39600.0,54.368233,31.880491,1217.0,15.799999999999999,0.8850746245305585,21.3,3,5,0.9984354211555643,0.055916990100603484,0.9902680687415704,0.13917310096006547
2025-03-30,21.3,44857.94,0.0,15,1012.8,28.6,12.4,19,14.9,0.0,39611.65,54.368233,31.880491,1217.0,16.200000000000003,0.8830465687902743,23.4,3,6,0.9992500112396835,0.03872228089217446,0.9455185755993168,-0.32556815445715664
2025-03-31,23.4,44974.12,0.0,15,1012.3,29.6,15.4,29,15.0,0.0,39600.0,54.368233,31.880491,1217.0,14.200000000000001,0.8805063890077226,22.4,3,0,0.9997685019798909,0.021516097436222254,0.25881904510252074,0.9659258262890683
2025-04-01,22.4,45090.46,0.0,21,1014.9,28.1,16.1,51,13.2,0.0,35510.03,54.368233,31.880491,1217.0,12.0,0.7875286701444163,24.6,4,1,0.9999907397361901,0.004303538296244289,-0.4383711467890778,0.8987940462991668
2025-04-02,24.6,45206.87,0.0,16,1011.8,31.2,14.9,31,14.5,0.0,39677.2,54.368233,31.880491,1217.0,16.299999999999997,0.877680759583665,24.6,4,2,0.9999166586547379,-0.01291029607500882,0.9961946980917455,-0.08715574274765824
2025-04-03,24.6,45323.28,0.0,24,1010.3,30.6,17.9,95,20.4,0.0,32796.82,54.368233,31.880491,1217.0,12.700000000000003,0.7236197380242559,23.6,4,3,0.9995462806873573,-0.030120304846908114,-0.9063077870366498,0.4226182617406996
2025-04-04,23.6,45439.64,0.0,33,1013.3,30.0,18.0,59,17.1,0.1,33579.62,54.368233,31.880491,1217.0,12.0,0.7389939709029386,25.7,4,4,0.9988797155850336,-0.04732138832243185,0.8290375725550417,0.5591929034707468
2025-04-05,25.7,45555.84,0.0,24,1011.0,33.6,16.7,62,25.1,0.0,36271.41,54.368233,31.880491,1217.0,16.900000000000002,0.7961967115522403,24.3,4,5,0.9979171608653922,-0.06450844944931623,-0.2588190451025208,-0.9659258262890683
2025-04-06,24.3,45671.82,0.0,21,1014.3,30.2,17.5,74,20.3,0.0,27994.29,54.368233,31.880491,1217.0,12.7,0.6129444808636924,24.1,4,6,0.9966589017541702,-0.08167639533042241,-0.4383711467890778,0.8987940462991668
2025-04-07,24.1,45787.51,0.0,28,1014.5,29.9,16.5,77,27.5,0.0,30208.34,54.368233,31.880491,1217.0,13.399999999999999,0.6597506612611168,21.0,4,0,0.9951053111006976,-0.09882013873287143,-0.8090169943749476,0.5877852522924729
2025-04-08,21.0,45902.82,0.0,34,1016.8,27.1,14.4,1,19.4,0.0,40216.95,54.368233,31.880491,1217.0,12.700000000000001,0.8761324467647085,23.0,4,1,0.9932568492674143,-0.11593459959550041,-0.7660444431189781,0.6427876096865393
2025-04-09,23.0,46017.68,0.0,23,1014.4,29.8,14.8,0,13.0,0.0,40340.45,54.368233,31.880491,1217.0,15.0,0.8766293737537398,26.3,4,2,0.9911140639934547,-0.1330147065341959,-0.37460659341591235,0.9271838545667873
2025-04-10,26.3,46132.0,0.0,16,1006.1,35.2,16.5,16,20.3,0.0,40467.78,54.368233,31.880491,1217.0,18.700000000000003,0.8772171161016215,25.0,4,3,0.9886775902323405,-0.1500553983446526,0.9876883405951378,-0.1564344650402308
2025-04-11,25.0,46245.7,0.0,26,1004.0,31.1,19.2,64,19.5,0.0,30048.02,54.368233,31.880491,1217.0,11.900000000000002,0.6497473278596714,22.9,4,4,0.9859481499638304,-0.16705162550211924,0.40673664307580043,-0.9135454576426008
2025-04-12,22.9,46358.71,0.0,33,1005.6,30.3,16.4,55,23.0,0.6,30008.15,54.368233,31.880491,1217.0,13.900000000000002,0.6473033870010619,23.8,4,5,0.9829265519799822,-0.18399835165768005,-0.3090169943749473,-0.9510565162951536
2025-04-13,23.8,46470.93,0.0,29,1010.1,31.9,14.6,11,32.2,0.0,40815.64,54.368233,31.880491,1217.0,17.299999999999997,0.8783047810749645,24.4,4,6,0.9796136916454901,-0.20089055513063506,-0.945518575599317,0.3255681544571563
2025-04-14,24.4,46582.28,0.0,25,1012.0,31.5,18.1,62,20.0,0.9,30049.1,54.368233,31.880491,1217.0,13.399999999999999,0.6450757670083989,25.5,4,0,0.9760105506323683,-0.21772323039653177,0.9271838545667874,-0.37460659341591207
2025-04-15,25.5,46692.68,0.0,19,1008.8,32.4,18.5,16,21.8,0.0,40660.14,54.368233,31.880491,1217.0,13.899999999999999,0.8708033036441686,24.0,4,1,0.9721181966290613,-0.23449138957040985,-0.275637355816999,-0.9612616959383189
2025-04-16,24.0,46802.03,0.0,12,1007.4,31.5,16.5,22,31.8,0.0,41478.9,54.368233,31.880491,1217.0,15.0,0.8862628394537588,17.5,4,2,0.9679377830240642,-0.25119006388481935,-0.8290375725550416,0.559192903470747
2025-04-17,17.5,46910.39,0.0,17,1012.4,23.8,11.1,12,30.4,0.0,41623.03,54.368233,31.880491,1217.0,12.700000000000001,0.8872880826614317,14.8,4,3,0.9634705485641488,-0.2678143051621742,-0.798635510047293,0.6018150231520479
2025-04-18,14.8,47018.54,0.0,27,1016.1,19.9,9.7,0,23.1,0.0,41623.09,54.368233,31.880491,1217.0,10.2,0.8852484573106693,16.0,4,4,0.9587178169872964,-0.2843591872810034,-0.9135454576426011,0.40673664307579976
2025-04-19,16.0,47126.55,0.0,24,1015.5,22.0,8.8,0,22.2,0.0,41888.99,54.368233,31.880491,1217.0,13.2,0.8888617987100689,17.5,4,5,0.9536809966304457,-0.30081980763566735,-0.798635510047293,0.6018150231520479
2025-04-20,17.5,47234.34,0.0,27,1014.4,24.3,9.4,0,9.7,0.0,42040.14,54.368233,31.880491,1217.0,14.9,0.8900333951951059,21.0,4,6,0.9483615800121715,-0.3171912885891061,-0.27563735581699894,0.9612616959383189
2025-04-21,21.0,47341.84,0.0,17,1013.9,28.4,11.6,18,13.8,0.0,42193.56,54.368233,31.880491,1217.0,16.799999999999997,0.8912530649421315,22.0,4,0,0.9427611433904207,-0.3334687789181868,0.8571673007021123,-0.5150380749100543
2025-04-22,22.0,47448.96,0.0,19,1015.1,28.5,14.6,61,23.6,0.0,32694.14,54.368233,31.880491,1217.0,13.9,0.6890380737533551,24.3,4,1,0.9368813462954315,-0.3496474552512284,-0.9961946980917455,0.08715574274765789
2025-04-23,24.3,47555.62,0.0,19,1012.8,31.0,15.7,7,15.5,0.0,42352.34,54.368233,31.880491,1217.0,15.3,0.8905853819170056,25.5,4,2,0.9307239310379795,-0.36572252349726897,0.8910065241883678,0.4539904997395468
2025-04-24,25.5,47661.73,0.0,14,1011.1,32.1,17.4,21,20.3,0.0,42666.7,54.368233,31.880491,1217.0,14.700000000000003,0.8951983069015748,27.5,4,3,0.9242907221930933,-0.3816892202666588,-0.529919264233205,0.8480480961564258
2025-04-25,27.5,47767.21,0.0,14,1010.4,34.4,19.5,1,18.4,0.0,42925.96,54.368233,31.880491,1217.0,14.899999999999999,0.8986490942217475,29.0,4,4,0.9175836260593937,-0.39754281428255595,0.6691306063588582,0.7431448254773942
2025-04-26,29.0,47871.98,0.0,15,1009.7,36.0,21.0,32,21.0,0.0,42863.29,54.368233,31.880491,1217.0,15.0,0.8953732433878857,29.2,4,5,0.9106046300942162,-0.4132786077829042,-0.8746197071393956,0.4848096202463373
2025-04-27,29.2,47975.95,0.0,15,1008.7,36.2,22.4,73,23.4,0.0,36741.45,54.368233,31.880491,1217.0,13.800000000000004,0.765830588034213,28.5,4,6,0.9033558023246845,-0.4288919379124835,-0.08715574274765832,0.9961946980917455
2025-04-28,28.5,48079.02,0.0,13,1007.8,34.7,21.1,19,24.9,0.0,43558.5,54.368233,31.880491,1217.0,13.600000000000001,0.905977284894742,27.0,4,0,0.895839290734909,-0.4443781781046132,-0.6946583704589976,0.7193398003386509
2025-04-29,27.0,48181.12,0.0,20,1008.4,32.8,20.5,25,31.2,0.0,43495.29,54.368233,31.880491,1217.0,12.299999999999997,0.9027455152557682,25.0,4,1,0.8880573226294932,-0.45973273945210397,-0.8191520442889918,0.573576436351046
2025-04-30,25.0,48282.14,0.0,31,1011.9,30.4,19.6,55,27.6,0.6,43062.55,54.368233,31.880491,1217.0,10.799999999999997,0.8918939798443069,25.5,4,2,0.8800122039735357,-0.47495107206704995,-0.8290375725550416,0.559192903470747
2025-05-01,25.5,48381.99,0.0,30,1012.6,30.9,19.5,37,15.5,0.1,43146.4,54.368233,31.880491,1217.0,11.399999999999999,0.8917863858018242,26.6,5,3,0.8717063187093218,-0.4900286664290592,-0.5877852522924734,0.8090169943749473
2025-05-02,26.6,48480.57,0.0,24,1012.0,32.6,19.6,11,15.5,0.0,43648.4,54.368233,31.880491,1217.0,13.0,0.9003276982923262,28.3,5,4,0.8631421280499114,-0.5049610547215204,-0.4848096202463369,0.8746197071393959
2025-05-03,28.3,48577.79,0.0,18,1009.7,35.0,19.9,26,15.1,0.0,41481.75,54.368233,31.880491,1217.0,15.100000000000001,0.853924190458232,29.7,5,5,0.854322169749827,-0.5197438121555155,0.838670567945424,0.5446390350150271
2025-05-04,29.7,48673.54,0.0,16,1007.7,36.0,22.1,27,16.4,0.0,43807.54,54.368233,31.880491,1217.0,13.899999999999999,0.9000278179889936,29.5,5,6,0.8452490573530633,-0.5343725582809786,0.9876883405951378,-0.1564344650402308
2025-05-05,29.5,48767.73,0.0,21,1006.1,37.0,23.0,33,28.8,0.0,41615.37,54.368233,31.880491,1217.0,14.0,0.8533382628225673,29.5,5,0,0.8359254794186372,-0.548842958284719,-0.9998476951563913,-0.017452406437283498
2025-05-06,29.5,48860.25,0.0,11,1005.3,36.7,21.0,6,29.2,0.0,44510.26,54.368233,31.880491,1217.0,15.700000000000003,0.9109707789051428,24.3,5,1,0.8263541987239096,-0.5631507242749186,-0.984807753012208,-0.17364817766693033
2025-05-07,24.3,48951.14,0.0,13,1008.3,29.9,18.5,0,24.1,0.0,44512.51,54.368233,31.880491,1217.0,11.399999999999999,0.9093252986549446,23.5,5,2,0.8165380514459161,-0.5772916165517272,-0.8386705679454243,0.5446390350150266
2025-05-08,23.5,49041.09,0.0,20,1010.0,29.0,17.4,0,23.2,0.0,44370.17,54.368233,31.880491,1217.0,11.600000000000001,0.9047549718001782,25.7,5,3,0.8064799463209448,-0.5912614448635781,-0.8290375725550416,0.559192903470747
2025-05-09,25.7,49130.19,0.0,16,1010.4,32.5,17.2,3,15.4,0.0,44370.77,54.368233,31.880491,1217.0,15.3,0.9031263669039341,28.0,5,4,0.7961828637826158,-0.6050560696488488,0.9612616959383189,0.27563735581699916
2025-05-10,28.0,49218.34,0.0,11,1008.4,34.3,18.5,19,20.6,0.0,44517.87,54.368233,31.880491,1217.0,15.799999999999997,0.9044975917513676,28.7,5,5,0.7856498550787147,-0.6186714032625031,0.9135454576426009,-0.40673664307580026
2025-05-11,28.7,49305.46,0.0,10,1006.4,35.7,20.7,4,24.9,0.0,43484.02,54.368233,31.880491,1217.0,15.000000000000004,0.8819311289256808,29.5,5,6,0.7748840413670407,-0.6321034111873487,-0.6427876096865396,0.7660444431189778
2025-05-12,29.5,49391.46,0.0,9,1004.4,35.8,20.9,32,27.9,0.0,43626.07,54.368233,31.880491,1217.0,14.899999999999999,0.8832715210281291,29.7,5,0,0.7638886127905428,-0.6453481132295501,-0.798635510047293,0.6018150231520479
2025-05-13,29.7,49476.29,0.0,11,1004.9,35.5,23.1,12,19.7,0.0,43469.94,54.368233,31.880491,1217.0,12.399999999999999,0.8786014472790907,30.8,5,1,0.7526668275320085,-0.6584015846980488,-0.45399049973954697,0.8910065241883678
2025-05-14,30.8,49559.82,0.0,12,1005.6,37.3,21.7,24,20.0,0.0,43200.0,54.368233,31.880491,1217.0,15.599999999999998,0.8716738680648961,31.1,5,2,0.7412220108485958,-0.6712599575675313,0.8090169943749475,0.5877852522924731
2025-05-15,31.1,49642.0,0.0,10,1007.1,37.9,24.0,7,20.7,0.0,44522.33,54.368233,31.880491,1217.0,13.899999999999999,0.8968681761411709,30.2,5,3,0.7295575540864875,-0.6839194216246106,-0.9335804264972017,0.3583679495453004
2025-05-16,30.2,49722.72,0.0,11,1008.6,37.3,22.7,1,34.7,0.0,44983.1,54.368233,31.880491,1217.0,14.599999999999998,0.9046789877947143,27.4,5,4,0.717676913675962,-0.6963762255968722,-0.8746197071393956,0.4848096202463373
2025-05-17,27.4,49801.91,0.0,13,1011.5,32.8,21.8,0,22.9,0.0,44986.39,54.368233,31.880491,1217.0,10.999999999999996,0.9033065197700249,28.2,5,5,0.705583610107178,-0.7086266782644596,-0.9205048534524405,0.3907311284892735
2025-05-18,28.2,49879.46,0.0,11,1011.4,35.0,20.6,0,17.8,0.0,45145.07,54.368233,31.880491,1217.0,14.399999999999999,0.9050833750004511,30.4,5,6,0.6932812268869777,-0.7206671495538609,-0.8191520442889918,0.573576436351046
2023-01-01,0.5,35353.2,0.0,62,1033.2,7.6,-4.7,0,8.4,0.0,31762.51,46.95652,35.32513,1502.0,12.3,0.8984338051435231,-0.3,1,6,0.017213356155834685,0.9998518392091162,-0.034899496702500823,0.9993908270190958
2023-01-02,-0.3,35389.45,0.0,52,1034.2,8.1,-5.9,0,8.7,0.0,31880.82,46.95652,35.32513,1502.0,14.0,0.900856611221706,0.4,1,0,0.03442161162274574,0.9994074007397048,-0.13917310096006588,0.9902680687415703
2023-01-03,0.4,35428.95,0.0,41,1033.0,8.8,-6.3,2,8.6,0.0,32005.79,46.95652,35.32513,1502.0,15.100000000000001,0.9033795808230276,-0.3,1,1,0.051619667223253764,0.998666816288476,-0.24192189559966787,0.9702957262759965
2023-01-04,-0.3,35471.62,3.15,64,1024.8,5.0,-5.5,97,8.0,4.5,7354.55,46.95652,35.32513,1502.0,10.5,0.20733617466583143,1.9,1,2,0.06880242680231986,0.9976303053065857,-0.29237170472273716,0.9563047559630353
2023-01-05,1.9,35517.35,0.21,80,1019.1,6.6,-1.4,68,6.2,0.3,21600.0,46.95652,35.32513,1502.0,8.0,0.6081534799189692,1.2,1,3,0.08596479873744647,0.9962981749346078,-0.29237170472273716,0.9563047559630353
2023-01-06,1.2,35566.06,0.35,82,1023.5,5.0,-1.7,80,10.1,0.8,12668.72,46.95652,35.32513,1502.0,6.7,0.3562025144196462,1.2,1,4,0.10310169744743485,0.9946708199115211,-0.7880107536067221,-0.6156614753256581
2023-01-07,1.2,35617.66,0.21,80,1022.8,4.8,-1.7,94,11.5,0.3,14232.2,46.95652,35.32513,1502.0,6.5,0.39958267892949734,2.4,1,5,0.1202080448993527,0.9927487224577402,-0.5000000000000001,-0.8660254037844386
2023-01-08,2.4,35672.05,0.42,81,1020.8,5.4,0.3,82,13.1,1.3,24577.87,46.95652,35.32513,1502.0,5.1000000000000005,0.6889951656829365,1.1,1,6,0.13727877211326478,0.9905324521322229,-0.1045284632676535,-0.9945218953682733
2023-01-09,1.1,35729.14,6.3,88,1022.5,3.4,-1.4,90,8.2,9.3,4811.65,46.95652,35.32513,1502.0,4.8,0.13467018797541724,-5.2,1,0,0.15430882066428117,0.9880226656636976,0.6819983600624985,0.7313537016191705
2023-01-10,-5.2,35788.85,0.0,78,1029.9,-0.1,-8.3,20,14.8,0.0,32439.14,46.95652,35.32513,1502.0,8.200000000000001,0.9064035307085866,-3.1,1,1,0.1712931441814776,0.9852201067560606,0.10452846326765347,0.9945218953682733
2023-01-11,-3.1,35851.07,0.0,78,1033.7,1.2,-7.5,61,10.8,0.0,31361.52,46.95652,35.32513,1502.0,8.7,0.8747722173982534,-3.8,1,2,0.1882267098432442,0.9821256058680006,0.20791169081775934,0.9781476007338057
2023-01-12,-3.8,35915.71,0.0,81,1032.7,1.3,-9.2,49,11.5,0.0,30189.98,46.95652,35.32513,1502.0,10.5,0.8405786771304257,-3.3,1,3,0.2051044998686192,0.9787400799669153,0.20791169081775934,0.9781476007338057
2023-01-13,-3.3,35982.7,0.0,76,1030.6,1.3,-8.9,66,8.6,0.0,32056.96,46.95652,35.32513,1502.0,10.200000000000001,0.890899237689223,0.1,1,4,0.2219215130041655,0.9750645322571948,0.08715574274765817,0.9961946980917455
2023-01-14,0.1,36051.93,4.27,82,1025.9,2.7,-3.5,100,6.5,6.1,0.0,46.95652,35.32513,1502.0,6.2,0.0,-1.6,1,5,0.2386727660059501,0.9711000518829505,0.20791169081775934,0.9781476007338057
2023-01-15,-1.6,36123.32,7.28,89,1025.0,1.4,-8.1,97,7.4,10.4,0.0,46.95652,35.32513,1502.0,9.5,0.0,-3.3,1,6,0.255353295116187,0.9668478136052775,0.0,1.0
2023-01-16,-3.3,36196.77,0.0,91,1027.4,1.2,-7.6,98,6.5,0.0,5691.25,46.95652,35.32513,1502.0,8.799999999999999,0.15723087999288335,-4.8,1,0,0.2719581575341055,0.9623090774541486,-0.6691306063588581,0.7431448254773942
2023-01-17,-4.8,36272.2,0.0,93,1028.8,-0.4,-10.8,92,8.0,0.0,22658.9,46.95652,35.32513,1502.0,10.4,0.6246905343486197,-7.1,1,1,0.288482432880609,0.9574851883550393,-0.3420201433256686,0.9396926207859084
2023-01-18,-7.1,36349.68,0.0,89,1032.4,-1.3,-11.9,73,9.2,0.0,32503.7,46.95652,35.32513,1502.0,10.6,0.8941949420187468,-7.3,1,2,0.30492122465628907,0.9523775757303974,-0.3907311284892739,0.9205048534524403
2023-01-19,-7.3,36430.05,0.0,83,1034.2,-0.4,-12.6,25,10.3,0.0,33137.9,46.95652,35.32513,1502.0,12.2,0.9096309228233285,-6.4,1,3,0.3212696616923644,0.9469877530760753,-0.45399049973954697,0.8910065241883678
2023-01-20,-6.4,36513.35,0.0,79,1033.7,0.1,-12.4,7,10.8,0.0,33228.39,46.95652,35.32513,1502.0,12.5,0.910034001262552,-7.9,1,4,0.3375228995941133,0.9413173175128471,-0.37460659341591235,0.9271838545667873
